run	log_tsat	log_tbg	log_F	b5A8_log_P	b5A8_weight	b5B2_log_P	b5B2_weight	b5B3_log_P	b5B3_weight	b5B5_log_P	b5B5_weight	b5B7_log_P	b5B7_weight	b5B8_log_P	b5B8_weight	b5B9_log_P	b5B9_weight	b5C1_log_P	b5C1_weight	b5C2_log_P	b5C2_weight	b5C3_log_P	b5C3_weight	b5C4_log_P	b5C4_weight	b5C5_log_P	b5C5_weight	b5C7_log_P	b5C7_weight	b5C8_log_P	b5C8_weight	b5C9_log_P	b5C9_weight	b5D1_log_P	b5D1_weight	b5D2_log_P	b5D2_weight	b5D3_log_P	b5D3_weight	b5D4_log_P	b5D4_weight	b5D5_log_P	b5D5_weight	b5D6_log_P	b5D6_weight	b5D7_log_P	b5D7_weight	b5E4_log_P	b5E4_weight	b5F2_log_P	b5F2_weight	b5F3_log_P	b5F3_weight	b5F5_log_P	b5F5_weight	b5F6_log_P	b5F6_weight	b5F7_log_P	b5F7_weight	b5F8_log_P	b5F8_weight	b5G1_log_P	b5G1_weight	b5G3_log_P	b5G3_weight	b5G4_log_P	b5G4_weight	b5G6_log_P	b5G6_weight	b5G9_log_P	b5G9_weight	b5H1_log_P	b5H1_weight	b5H2_log_P	b5H2_weight	b5H3_log_P	b5H3_weight	b5H4_log_P	b5H4_weight	b5H5_log_P	b5H5_weight	b5H6_log_P	b5H6_weight	b5H7_log_P	b5H7_weight
fit	5.02711349064745	-6.074940693277066	3.1451521290900377	-7.565171242405991	1.0	-8.182233230855116	1.0	-7.764670844431651	1.0	-9.448662718450752	1.0	-12.224489426352445	1.0	-6.211027045675375	1.0	-10.709814437616178	1.0	-11.019502354602219	1.0	-11.181383532065762	1.0	-5.701771468277819	1.0	-11.965634279929379	1.0	-21.712785791596612	1.0	-13.657361676240543	1.0	-11.121404814716476	1.0	-10.552230707570228	1.0	-10.075573979495486	1.0	-13.932225919687895	1.0	-12.570523831328837	1.0	-10.308500431630906	1.0	-9.4695244070029	1.0	-22.53635515331106	1.0	-12.658508176840899	1.0	-3.5931813513649677	1.0	-3.6434774398048497	1.0	-3.9496937573855724	1.0	-8.76826494463039	1.0	-8.110835360804671	1.0	-4.200654342220379	1.0	-8.027518287985504	1.0	-7.414890310904984	1.0	-9.32052141402779	1.0	-6.865735417171332	1.0	-8.736808235269422	1.0	-7.330813007877449	1.0	-4.804254725647131	1.0	-5.030310139628498	1.0	-6.40453165713491	1.0	-7.332781799380178	1.0	-8.738702050110415	1.0	-3.774066816943251	1.0	-4.596341906888566	1.0
samp_00	17.516526331236857	-6.213446963073536	3.126320404182495		0.0		0.0	-20.219178496433326	2.0		0.0	-24.36060122986	1.0		0.0		0.0	-23.381779683698834	2.0		0.0	-18.19409250945612	2.0	-24.160057300703144	1.0	-29.845338196475858	2.0		0.0	-23.466613060416183	1.0		0.0	-22.500373029231028	1.0	-25.2249410489068	1.0		0.0	-22.698627056196674	1.0	-21.871873152201882	2.0	-36.1085966692831	1.0		0.0		0.0		0.0	-16.45587729219913	4.0	-21.22857783146897	1.0	-20.57700274179738	2.0	-16.703638060106915	2.0	-20.493117122035603	1.0		0.0	-21.77855568609694	3.0		0.0	-21.17116064117665	1.0		0.0	-17.30383345109536	2.0	-17.52817035883136	1.0	-18.88936085148639	2.0		0.0		0.0	-16.28352134410863	4.0	-17.09758352682965	1.0
samp_01	2.8422292280263615	-6.092871443614883	3.3951248782097765	-5.321013652126481	2.0		0.0		0.0	-7.31175784136451	1.0		0.0		0.0	-8.491879308959597	2.0	-8.807485684711395	2.0	-8.98713977065126	1.0	-3.388779643590414	1.0		0.0	-21.720021649338467	1.0	-11.225041733321502	1.0	-8.914855306699332	3.0		0.0	-7.872953198202337	1.0		0.0	-10.349948020121579	1.0	-8.134129152994767	3.0		0.0	-22.542742760985167	1.0	-10.366211101623387	2.0	-1.1536115159101505	3.0	-1.2069440649778522	1.0		0.0	-6.543493994046585	2.0	-5.870125575340102	1.0	-1.8404296859792069	3.0	-5.785854534289429	1.0	-5.143405550054056	2.0		0.0	-4.587602683385811	2.0	-6.540399543598121	1.0		0.0		0.0	-2.6945748307508106	1.0		0.0	-5.066371182854454	1.0		0.0	-1.3570694785285897	1.0		0.0
samp_02	1.6653319864167015	-5.808707690299451	3.484760651303168	-4.212927182572129	1.0	-4.8553001306035375	3.0	-4.432281109090763	1.0	-6.33169552319177	1.0		0.0	-2.705650753705395	1.0	-7.554439013476431	2.0		0.0	-8.298696916169833	2.0		0.0		0.0		0.0		0.0	-8.161845335515189	3.0	-7.471209525415302	6.0		0.0		0.0	-34.21226541946426	1.0	-7.184284583876543	2.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-4.734604085076325	2.0		0.0	-4.652614882793335	1.0		0.0	-5.980272978148497	3.0	-3.418194334564084	1.0		0.0		0.0	-1.131987966473876	2.0		0.0	-2.9167983872398873	2.0	-3.907794194441809	3.0	-5.385617801278712	2.0	0.06980964649742061	1.0	-0.8945817924517481	1.0
samp_03	2.5431043683126138	-6.052558944368149	3.3339741328909396		0.0	-5.677120997218899	3.0		0.0		0.0	-9.810389392950992	1.0	-3.6381374955261316	1.0		0.0		0.0		0.0		0.0	-9.5497162915138	3.0	-21.7294898628633	1.0	-11.47998606090555	1.0	-8.662182531583298	2.0	-8.10299289241797	2.0		0.0	-11.950586196364219	1.0	-10.242164612561824	1.0	-7.857592510218397	1.0		0.0		0.0	-10.268403210157002	1.0	-0.8500272244624475	1.0		0.0		0.0		0.0	-5.59032560600441	1.0	-1.5559889113450907	1.0	-5.506465433240142	4.0	-4.867284847691339	1.0	-6.816011964333416	1.0		0.0		0.0		0.0	-2.173731001120634	2.0	-2.413497802288526	2.0	-3.837726541216205	3.0	-4.790334738957199	1.0	-6.230549077384763	2.0	-1.057945019795978	3.0	-1.9538170937683992	1.0
samp_04	8.498670315379362	-6.013020851867	3.058196096894412		0.0		0.0	-11.270883586757167	2.0	-12.944573120456855	1.0	-15.931324508801788	2.0	-9.724019370730826	2.0	-14.237411259118506	3.0	-14.562688086127258	2.0	-14.733391592470358	2.0		0.0		0.0		0.0	-19.840131227189943	2.0	-14.670766720409882	2.0	-14.069850445964443	2.0		0.0		0.0	-16.382921405588313	3.0	-13.818655120839109	1.0	-12.967067824843316	1.0	-22.609802003461088	1.0	-16.51807978860305	2.0	-7.12076752439858	2.0		0.0	-7.471544934732113	2.0		0.0		0.0		0.0	-11.531509688827509	1.0		0.0	-12.820651443327069	1.0		0.0	-12.236224553675404	1.0	-10.83924899944503	1.0		0.0	-8.546701276919743	1.0		0.0	-10.840857205288264	1.0	-12.238842016985801	1.0	-7.2990190119453215	1.0	-8.114772993777216	1.0
samp_05	8.012552985533304	-6.033933270094448	3.083064782055722	-10.575583995154437	1.0	-11.189307018228877	2.0		0.0	-12.448888515274733	1.0	-15.358479754480857	3.0	-9.226095385782402	2.0	-13.732123476975291	3.0	-14.051679985512978	4.0		0.0		0.0	-15.06433211787344	2.0	-21.81744201211899	1.0		0.0		0.0	-13.567218311959248	2.0		0.0		0.0	-15.765000078325608	2.0	-13.318643042835273	1.0	-12.471379993015507	2.0	-22.602231618444954	1.0		0.0		0.0		0.0		0.0	-11.773248419024236	1.0	-11.118400397110639	1.0	-7.221376344867104	1.0		0.0		0.0	-12.325418453277694	1.0		0.0	-11.740869984371146	1.0	-10.34218152563807	2.0	-7.823672678237765	1.0	-8.04868024585856	1.0	-9.419000165573909	1.0	-10.343942945526372	1.0	-11.743775289027269	1.0	-6.800836055833602	2.0		0.0
samp_06	8.494883026699794	-6.178787711694088	3.091118282712315	-11.020042280732483	1.0	-11.62911113877012	1.0	-11.21450373674112	3.0	-12.82331755060865	1.0		0.0		0.0	-14.111226509678087	2.0	-14.390982366713065	3.0	-14.522326735287544	1.0	-9.189412863379507	1.0	-15.199461405634544	1.0	-23.330539471413143	3.0	-16.292550700484888	1.0		0.0		0.0	-13.495931857234783	1.0		0.0	-15.633866451970455	1.0		0.0	-12.8661121347805	1.0		0.0		0.0		0.0	-7.150107760384471	1.0	-7.450915666625089	1.0	-12.220530887915814	1.0	-11.570516755386265	2.0	-7.698761185640444	2.0	-11.487003949010518	1.0	-10.89239421842369	1.0		0.0		0.0	-12.164946418648231	1.0	-10.797657670126785	4.0	-8.299103216984498	1.0	-8.523427053534755	1.0	-9.884765624431179	2.0		0.0		0.0	-7.278435562940529	1.0	-8.09277670314673	1.0
samp_07	2.503241680028358	-6.008329035389235	3.266729488779228		0.0		0.0	-5.235676249478148	1.0	-7.000028971274642	2.0		0.0	-3.6292320524798694	1.0		0.0	-8.562204337546264	3.0	-8.755171519639665	1.0	-3.1041177157395468	1.0		0.0	-21.823904021694617	3.0	-13.803628090479837	1.0	-8.678091131466537	1.0	-8.095700206833284	2.0		0.0	-16.01436880976205	1.0		0.0	-7.844629034511817	1.0	-6.999538639811773	2.0		0.0		0.0		0.0	-0.9002493482274411	2.0	-1.2655621683603206	1.0	-6.240588216682878	4.0	-5.57277026692698	1.0		0.0		0.0	-4.853728423994026	3.0		0.0	-4.301778408767002	1.0	-6.234733322442587	2.0		0.0	-2.1671571846081426	3.0	-2.4065559387021915	3.0		0.0	-4.777222579298994	1.0		0.0		0.0		0.0
samp_08	2.5887541828151184	-6.204312070325228	3.4266109744153552		0.0	-5.664262110547342	2.0	-5.233617672623057	1.0		0.0		0.0	-3.630887670321381	1.0	-8.1648960120441	3.0	-8.4544992595729	2.0		0.0		0.0		0.0	-21.703721333250893	1.0		0.0		0.0	-8.040698793199073	3.0	-7.568854352769321	1.0	-10.345208057044337	1.0	-9.708850179801557	1.0		0.0	-6.9970066801543185	1.0	-22.540517081182543	1.0	-9.735983871106088	2.0	-0.8423975323512142	1.0	-0.8960037302007243	1.0		0.0		0.0	-5.585169646124659	2.0	-1.5521755713304854	2.0	-5.499928295019692	2.0	-4.866384098340372	2.0	-6.814355355482834	2.0	-4.303835098993292	1.0		0.0	-4.782353636096998	1.0	-2.170147603867817	1.0		0.0		0.0	-4.783538885698802	2.0	-6.228695200887766	2.0	-1.0515236389806946	1.0	-1.950113537142847	1.0
samp_09	5.076312912281376	-6.113707218634781	3.1572025915792197		0.0	-8.21828563471908	1.0	-7.800348086508222	3.0		0.0	-12.156595147115874	1.0	-6.251960599303972	2.0	-10.730370090264229	2.0	-11.029777005970452	2.0	-11.182531103356464	1.0	-5.743665620763869	1.0		0.0	-21.71257934363632	2.0		0.0		0.0	-10.570640596279564	3.0		0.0	-13.472040743139187	1.0	-12.451930560139443	1.0	-10.331101718992258	2.0		0.0		0.0	-12.534545212018372	2.0		0.0	-3.6872465987769214	1.0	-3.9932157658957244	1.0	-8.80655399551307	3.0		0.0	-4.24403859043779	1.0	-8.066028183685756	1.0	-7.456415416775567	2.0		0.0	-6.905628150574301	1.0	-8.770072645838836	1.0		0.0	-4.847159864490263	1.0	-5.0730490372342745	2.0		0.0		0.0	-8.777139595225673	1.0	-3.8177254937766567	1.0	-4.639423604575057	1.0
samp_10	8.487824980484872	-5.962252321984216	2.9197291332576425	-11.107003830807734	1.0		0.0	-11.302108842580305	4.0	-12.939123025801702	3.0		0.0	-9.772701752252914	1.0	-14.285552964687332	2.0	-14.62277106848692	1.0	-14.794825179999481	1.0	-9.267251149087112	1.0		0.0		0.0	-48.2437373380224	2.0		0.0	-14.09486548374618	1.0	-13.60766921678326	2.0	-36.183990635123166	1.0	-16.777959879976862	1.0	-13.835941090468975	1.0	-12.970722016275719	2.0	-22.64211971011624	1.0		0.0	-7.175386264419987	1.0	-7.225187965325243	3.0		0.0		0.0		0.0		0.0		0.0		0.0	-12.845710595001568	2.0	-10.42050714534716	2.0	-12.252810892819657	1.0	-10.878605645142725	3.0	-8.375178703896687	1.0	-8.599756483143263	1.0		0.0		0.0	-12.264423329555033	2.0		0.0		0.0
samp_11	2.639951773431942	-6.136361705194855	3.3270328353101344	-5.117649022833877	1.0		0.0		0.0	-7.062699964821802	2.0	-9.65617478937422	4.0		0.0	-8.265148724313987	1.0		0.0	-8.729495132688244	2.0		0.0		0.0	-21.71629729715117	1.0		0.0		0.0	-8.132413391309369	2.0	-7.652452198108752	1.0	-10.822966473403035	1.0		0.0		0.0		0.0	-22.542500164370857	1.0	-10.00063023450707	3.0	-0.9649012705150256	2.0	-1.0181736882202523	1.0		0.0	-6.3392602460595695	1.0	-5.67073431562479	1.0	-1.6620614616852714	1.0	-5.586255449742609	2.0	-4.9578326864189695	2.0	-6.893429209820458	2.0		0.0	-6.320020845083068	1.0	-4.875252997939858	1.0	-2.2776047466046343	2.0	-2.515574726699028	2.0		0.0		0.0	-6.309019682494225	1.0	-1.1706224310529159	3.0		0.0
samp_12	2.5017042623440284	-6.280803455528728	3.377027511282647		0.0	-5.5581432228415135	2.0		0.0		0.0		0.0	-3.5550850977686514	2.0	-8.037045399150049	2.0	-8.309096000811733	3.0	-8.446856389778857	2.0	-3.035540872381537	2.0		0.0	-21.689772248092382	1.0	-9.87464036144014	1.0		0.0		0.0		0.0		0.0	-9.425981756312284	1.0		0.0		0.0		0.0		0.0	-0.7728023788805256	2.0	-0.8261675370557832	1.0	-1.1970288946998067	1.0		0.0	-5.490083577467543	2.0	-1.4854842945341187	1.0	-5.404581851197719	1.0	-4.786917314310108	5.0	-6.7144218041407555	1.0	-4.222002939000931	1.0		0.0	-4.693442144672165	2.0	-2.1011348124650295	2.0	-2.340876648278415	1.0	-3.7532485503083586	2.0	-4.698661806001555	1.0	-6.129219539897502	1.0	-0.9822775995841223	1.0		0.0
samp_13	2.704933395298206	-6.079630980403868	3.1993278818603677		0.0	-5.848383815486232	2.0		0.0	-7.135661984323847	1.0	-9.885419000138308	3.0	-3.8540868772347108	2.0		0.0		0.0		0.0	-3.3363121899649526	3.0		0.0		0.0		0.0	-8.793448776244443	2.0		0.0	-7.748539165126093	1.0		0.0		0.0		0.0	-7.151293190065599	1.0		0.0		0.0		0.0	-1.1696262124275725	2.0		0.0		0.0		0.0		0.0		0.0	-5.071398429238635	2.0	-6.988877441498826	1.0	-4.517753077715245	4.0	-6.409696555399764	2.0	-4.987752642015745	2.0		0.0	-2.6477783377332282	2.0	-4.050868132829918	1.0	-4.989319377993233	1.0	-6.405823890354007	4.0	-1.318676056824522	2.0	-2.1957261884016033	3.0
samp_14	2.6570969537982596	-6.008567473252505	3.4476777946180848	-5.152845088302254	2.0	-5.793646089370747	1.0	-5.366085980226801	2.0	-7.192835669769265	1.0	-10.090902838236572	1.0		0.0	-8.364539158291521	1.0		0.0	-8.91654692327681	2.0		0.0		0.0	-21.72985907708207	1.0		0.0	-8.829359981284924	2.0		0.0	-7.726255315044422	1.0		0.0	-10.67169588583546	1.0		0.0	-7.175545479446047	1.0		0.0	-10.645648888727962	2.0	-0.909879270996299	2.0	-0.9636508545682553	1.0	-1.3302676375029825	2.0	-6.371460835333127	1.0	-5.693905889966159	1.0	-1.6162212832939313	2.0	-5.610284197476143	2.0	-4.950910139052128	3.0		0.0	-4.398358501837912	2.0	-6.388441632251817	1.0		0.0	-2.2380585816622243	1.0		0.0	-3.916215857159547	1.0	-4.880527204150646	1.0	-6.340107612284862	1.0	-1.1184527003545564	2.0		0.0
samp_15	8.658854866793448	-5.868658882785377	3.1929363451457746	-11.244648834316598	2.0		0.0		0.0	-13.23775685542418	3.0	-17.166876965260496	2.0	-9.846580766556654	4.0		0.0		0.0	-15.149929312436116	3.0	-9.328417549540161	1.0		0.0		0.0	-210.967714915811	1.0	-15.049494249137526	4.0		0.0		0.0	-185.47525045789115	1.0	-201.2658788525345	1.0	-14.108357293815798	1.0	-13.228382083048272	1.0	-22.923310335002512	1.0		0.0	-7.2186183786144165	1.0		0.0	-7.569908293413488	3.0	-12.440147145655985	2.0		0.0	-7.818105434984541	1.0		0.0	-11.050404922554854	1.0		0.0	-10.511871914027472	2.0		0.0	-10.9888340135393	1.0		0.0	-8.651055975779789	2.0		0.0	-10.981398147795856	1.0	-12.409284902429938	2.0		0.0		0.0
samp_16	2.6610856910332035	-6.005087333814807	3.3165050586210953	-5.179603460254537	1.0	-5.8120676685252075	3.0		0.0	-7.171317458551569	1.0	-10.116398780654471	1.0	-3.7703440550937866	2.0	-8.381801952860297	1.0		0.0	-8.920214321821094	1.0	-3.2442598392485973	1.0	-9.81300944038651	1.0		0.0		0.0		0.0	-8.260216770024778	1.0		0.0	-17.430734842544812	4.0		0.0		0.0	-7.165509099943067	2.0		0.0		0.0	-0.9966593644026193	2.0	-1.0499467050884776	1.0		0.0	-6.392612414412258	2.0		0.0	-1.6917025619093253	1.0	-5.638616704351493	1.0	-4.996331445785412	3.0	-6.947947073335813	2.0	-4.444995628518632	2.0	-6.393708724683474	1.0	-4.926058122290933	1.0	-2.3090564154445485	1.0	-2.5474161343662063	1.0	-3.9697446949588406	1.0		0.0	-6.361831488797721	1.0	-1.2019492683418218	1.0	-2.090303359883252	1.0
samp_17	8.776648080440838	-5.968630486372215	3.011919558097116	-11.372498018221652	4.0	-11.983270751239097	1.0	-11.570316645357767	1.0	-13.244733133246978	1.0	-16.43274923760272	1.0	-10.024278541134585	1.0		0.0	-14.897127493522008	1.0	-15.077610845856103	3.0	-9.516364755935646	2.0		0.0		0.0	-26.71333411020875	1.0		0.0	-14.385229228176666	1.0	-13.88711706075625	1.0	-33.288692573333705	2.0	-17.031638128718757	1.0		0.0	-13.266618447528035	1.0	-22.616213036190373	1.0		0.0	-7.421004788137761	5.0	-7.470812522803891	1.0	-7.771692493206691	2.0	-12.564375665047539	2.0	-11.911347632409138	1.0		0.0		0.0		0.0	-13.117389104033428	1.0		0.0	-12.53378691122836	1.0	-11.13857478020033	1.0		0.0		0.0	-10.217012921469253	1.0		0.0		0.0	-7.599239879832522	1.0	-8.414948930052294	2.0
samp_18	5.0295629793699375	-6.119700530072455	3.2339939042183223		0.0		0.0	-7.737661769352323	1.0	-9.441336142860042	1.0	-12.091739001408682	1.0	-6.173901652175709	1.0	-10.67324531258582	1.0		0.0		0.0	-5.663363802529802	1.0	-11.863616547746716	1.0		0.0		0.0	-11.073660763663996	3.0	-10.526672843105482	2.0		0.0	-13.360594966028138	2.0		0.0	-10.288019175713725	1.0	-9.458193220349584	1.0	-22.53407487484657	2.0	-12.45908512375044	1.0		0.0	-3.6024294485489676	1.0	-3.9090786351350633	1.0		0.0	-8.085049255546426	3.0	-4.1603454343829895	2.0	-8.001214313482253	2.0	-7.38302773252132	1.0	-9.299645954392911	3.0		0.0	-8.71907419522981	1.0	-7.299405359966314	1.0	-4.764495932067273	1.0	-4.990805371255798	2.0		0.0		0.0	-8.717132559736354	2.0		0.0	-4.556343997544537	2.0
samp_19	3.095972494375577	-6.017994389181607	3.305132903526939		0.0	-6.245292606623053	1.0		0.0		0.0		0.0	-4.213976829045279	2.0		0.0		0.0	-9.335879050843195	2.0	-3.691971307012473	1.0	-10.205107788844902	1.0	-21.750000457838564	1.0	-13.433556507276244	1.0	-9.257991791185205	1.0	-8.68305862835874	2.0	-8.165793725633204	1.0	-16.024889417925138	1.0	-11.006036277406633	2.0	-8.433417943877409	1.0	-7.592179197557025	1.0	-22.617695478759394	3.0		0.0	-1.490595766510387	2.0	-1.5432622197137784	2.0		0.0	-6.826503094160882	1.0	-6.157264983215421	2.0	-2.154904636016814	3.0	-6.073798738784549	1.0	-5.434664618602186	1.0	-7.381292508545804	1.0	-4.884431609836967	1.0	-6.824180754144456	2.0		0.0	-2.7690031193424525	2.0		0.0		0.0		0.0	-6.795854650737393	1.0		0.0	-2.553933791507752	1.0
samp_20	37.35429122525713	-6.152478250216308	3.0158793971101043	-39.90477815825476	2.0	-40.50927286837286	3.0		0.0	-41.68256189407632	1.0	-44.336750446223085	1.0	-38.58513395716286	2.0	-42.995153625127955	1.0	-43.27672709996942	2.0	-43.405774223988814	1.0		0.0	-44.1071001341828	1.0	-54.09461219654988	3.0	-45.31006117062872	1.0		0.0		0.0	-42.370989567042045	2.0	-45.41518006792113	2.0	-44.56200153818431	2.0		0.0	-41.73077325275135	1.0		0.0		0.0	-35.995900729817535	1.0	-36.04565998504983	1.0	-36.34618389862701	1.0	-41.09904438875836	1.0		0.0		0.0		0.0		0.0	-41.648200519050555	1.0		0.0	-41.03877648180309	1.0		0.0		0.0	-37.417857559220515	2.0		0.0	-39.692083008706966	2.0	-41.07056914509361	2.0	-36.17377698769999	4.0		0.0
samp_21	8.344660626363972	-6.129665792314339	3.079511598440077	-10.884561779367326	1.0	-11.49474311999322	1.0	-11.080134735627183	2.0		0.0		0.0	-9.55144383596607	1.0	-13.994645863072938	2.0		0.0	-14.427039317212477	2.0	-9.046654079796399	3.0		0.0		0.0		0.0		0.0	-13.818239882046779	1.0	-13.369364526625175	1.0	-16.59187090556337	1.0		0.0		0.0	-12.744575737654085	3.0	-22.698865038964904	2.0		0.0		0.0	-7.005613719959757	1.0	-7.306484880960209	1.0	-12.08378495035237	1.0	-11.432651399546586	1.0	-7.554371101158991	1.0	-11.349314062751672	1.0	-10.750532439150584	1.0	-12.634191109350049	2.0	-10.200168709978648	2.0		0.0	-10.659109514052645	1.0	-8.155249491709009	1.0	-8.379754145723775	1.0	-9.74349797350504	3.0		0.0	-12.054816436659317	1.0	-7.133978557846205	1.0	-7.948748602221253	2.0
samp_22	2.484455648261332	-5.713219326944783	3.378952643962426	-5.08379728986606	2.0	-5.715162547015702	2.0	-5.299397371108476	1.0	-7.198861301663938	2.0		0.0	-3.605220080303111	1.0	-8.501422885581547	2.0	-9.010992841035145	1.0		0.0		0.0		0.0		0.0		0.0	-9.219462301630372	1.0	-8.407659454296478	2.0		0.0		0.0	-48.14029112617405	4.0	-8.093298294394794	2.0	-7.159575746855238	1.0	-22.53936653716377	1.0		0.0	-0.7569617016256944	1.0	-0.8107222076481678	1.0		0.0	-6.273256661902124	1.0	-5.593599629194237	1.0	-1.473419476729065	1.0		0.0	-4.830842511813423	1.0		0.0	-4.299407901048869	2.0	-6.324930477160372	2.0		0.0	-2.100292820785638	3.0		0.0	-3.809289925115622	2.0	-4.777886984977863	3.0		0.0	-0.9678204642401493	1.0		0.0
samp_23	3.4506982254589116	-6.054499048755645	3.1146831196276548		0.0		0.0	-6.198429377740798	1.0		0.0		0.0	-4.643630333952043	2.0		0.0	-9.465754422499312	2.0	-9.630154479237012	2.0	-4.131940698463519	1.0	-10.443035192484604	1.0		0.0	-12.423467099200726	2.0		0.0		0.0	-8.510546034727874	1.0	-12.8071773424315	1.0	-11.091518314984452	2.0	-8.74415071692219	1.0	-7.900813873077963	2.0	-22.56392509247332	1.0	-11.192109238757011	3.0	-1.9786724273157117	1.0	-2.0302541086933408	2.0		0.0		0.0	-6.5444509256325825	1.0		0.0	-6.461240999525701	1.0		0.0	-7.753374926208803	1.0	-5.300134003936864	2.0	-7.168868156533466	1.0	-5.765274634431774	1.0		0.0	-3.454485348599457	2.0	-4.837995054414169	1.0	-5.767430097373422	2.0	-7.171467069144442	1.0	-2.168623983317295	2.0	-3.0135844457508476	1.0
samp_24	4.2529390071444055	-6.022672093390595	3.2100260973768426	-6.790781145366172	2.0		0.0	-6.994193573970145	1.0	-8.727908377260102	3.0	-11.638119967687446	1.0	-5.414641524051272	1.0	-9.969384088805274	1.0		0.0		0.0	-4.900394089811874	1.0	-11.34405886481024	3.0	-21.79992315124507	1.0		0.0		0.0	-9.828662307519492	1.0	-9.324589607335797	3.0	-19.672130162273763	3.0	-12.109367578521834	1.0	-9.579049495015585	1.0		0.0	-22.651583767338195	2.0		0.0	-2.769744437957434	1.0	-2.820638826715834	1.0	-3.1338152578805296	2.0		0.0		0.0	-3.388781037334775	1.0		0.0	-6.623527819324679	2.0	-8.5500467318613	1.0	-6.075790443631349	1.0		0.0		0.0	-3.9956290608542986	1.0	-4.223601175942887	1.0		0.0	-6.545865397605925	1.0	-7.96612585023018	3.0	-2.954117185139711	1.0		0.0
samp_25	2.274322617159101	-5.9125696693871514	3.486922692500471		0.0		0.0		0.0	-6.877160623626879	1.0	-10.269320469458085	1.0	-3.321070068480841	1.0	-8.059458651455474	1.0		0.0	-8.68997839804502	3.0	-2.7769034634772485	2.0	-9.816534420989724	1.0	-21.730735360712906	1.0	-19.957327865901224	1.0	-8.582961821158817	1.0		0.0		0.0		0.0	-11.897333172227183	2.0		0.0	-6.847881451025063	3.0		0.0	-24.578414763149276	1.0	-0.4346329963584392	1.0		0.0		0.0		0.0	-5.324431362549865	5.0	-1.1814924143573446	2.0		0.0	-4.565963468902851	3.0	-6.563365971275494	2.0	-4.017136530198428	2.0	-6.041342945389227	2.0	-4.516121228756345	1.0	-1.8089254991871337	1.0	-2.056991355106955	1.0		0.0		0.0		0.0		0.0	-1.581812715570714	2.0
samp_26	8.343696099957347	-6.183678586683627	3.2965605185732247		0.0		0.0		0.0	-12.725989534693493	2.0		0.0		0.0	-13.94103624393225	1.0	-14.229570180398404	3.0	-14.379748056017696	1.0		0.0		0.0	-21.745373229605843	1.0	-16.10028091280799	1.0	-14.32312596310329	1.0		0.0	-13.336109681275833	1.0		0.0		0.0	-13.565527502877917	1.0	-12.744271064463822	1.0	-22.705207096402226	3.0	-15.555700100772864	1.0		0.0	-6.901404143774562	1.0	-7.202475272682785	4.0		0.0	-11.372898868792108	1.0	-7.450622905792653	3.0	-11.288566498274918	1.0	-10.670029811836125	1.0	-12.590249014646236	2.0	-10.115676017906514	1.0	-12.006650682936089	1.0	-10.583981602826812	1.0		0.0	-8.278330024988918	1.0	-9.652541247610994	2.0	-10.586454029971646	2.0	-12.007273586911795	2.0		0.0	-7.846016135961292	1.0
samp_27	2.582991814224681	-5.935199008609778	3.3281154859189663	-5.120316906385449	1.0		0.0	-5.330831051212752	2.0	-7.142218406117905	2.0		0.0	-3.6945671889244847	1.0		0.0	-8.728413060040813	1.0	-8.95370052377842	1.0	-3.164177841233123	1.0		0.0	-21.770465007397657	2.0		0.0	-8.859649664126074	3.0	-8.247342579015921	4.0	-7.694453468668047	1.0	-24.694250810370505	2.0	-11.457147978535245	1.0	-7.985460744984613	1.0	-7.127880955456934	1.0		0.0	-24.898328525233442	1.0	-0.9007228415050245	1.0		0.0		0.0	-6.3289106184092985	1.0	-5.656312324578323	1.0		0.0		0.0	-4.921731527429713	2.0	-6.885753237558971	2.0	-4.373954871105019	1.0	-6.342386911506595	1.0	-4.859422504251829	2.0		0.0		0.0	-3.895102212835049	1.0	-4.851770970507265	1.0	-6.297729881346576	2.0	-1.1078740644948828	1.0		0.0
