run	log_tbg	log_alphap	log_betap	b3C7_log_P	b3C7_weight	b7D8_log_P	b7D8_weight	b7D9_log_P	b7D9_weight	b7E1_log_P	b7E1_weight	b7E2_log_P	b7E2_weight	b7E3_log_P	b7E3_weight	b7E4_log_P	b7E4_weight	b7E5_log_P	b7E5_weight	b7E6_log_P	b7E6_weight	b7E7_log_P	b7E7_weight	b7E8_log_P	b7E8_weight	b7E9_log_P	b7E9_weight	b7F1_log_P	b7F1_weight	b7F2_log_P	b7F2_weight	b7F3_log_P	b7F3_weight	b7F6_log_P	b7F6_weight	b7F7_log_P	b7F7_weight	b7F8_log_P	b7F8_weight	b7G1_log_P	b7G1_weight	b7G2_log_P	b7G2_weight	b7G3_log_P	b7G3_weight
samp_53	-6.823604874350308	3.602650370136885	-0.09966937781285765	-4.407788685080527	2.0	-2.9606552939546966	1.0	-5.568335204824582	1.0		0.0	-4.7999198584084	2.0		0.0	-9.979721881929672	2.0	-2.030136210137744	4.0		0.0		0.0	-9.117963939106192	1.0		0.0	-4.461140149214292	3.0		0.0	-11.592750929419267	1.0	-8.5989469386693	2.0		0.0	-2.3815159184634607	1.0	-5.353388007119605	1.0		0.0		0.0
samp_54	-7.344260977972541	2.7289174815346318	0.13509492889851865		0.0		0.0	-5.280721934512866	1.0		0.0		0.0	-5.643250443514772	1.0	-9.374105328316642	2.0	-2.062416573287111	2.0	-10.272184496811883	1.0		0.0	-8.583275389284424	5.0	-9.924429555080428	3.0		0.0	-3.160420159000563	1.0	-10.849492412858574	2.0	-8.14563421558747	1.0		0.0	-2.359042033994641	1.0	-5.072043738249107	1.0		0.0		0.0
samp_55	-7.337997068518642	3.109451193733022	0.09211738265819176	-4.312266399968397	1.0	-2.9332542346087975	1.0		0.0	-8.414168739133377	3.0	-4.694487757596367	1.0		0.0		0.0	-2.0708231160894135	2.0	-10.519494610004298	1.0		0.0		0.0		0.0		0.0	-3.2513737935032974	1.0	-11.152681490648648	1.0	-8.339607604593061	1.0	-5.967708884535557	2.0	-2.3975664864159816	2.0	-5.226761010495244	2.0	-7.226638306435818	2.0	-9.166885092483103	1.0
samp_56	-6.886615622629856	3.2123425309684404	0.010814582551154472		0.0		0.0	-5.446897246874565	2.0	-8.499591927691615	2.0	-4.698812493422715	1.0	-5.815759201187807	2.0	-9.732552899198069	2.0	-2.049692593368606	2.0	-10.602326374498327	1.0	-4.460310678171685	1.0		0.0	-10.405305797666335	1.0	-4.366999276656663	1.0	-3.243100909058266	1.0		0.0		0.0	-5.980417344335727	1.0	-2.381414955201707	1.0	-5.235121605203632	1.0		0.0	-9.298839196054304	2.0
samp_57	-7.011060989382824	3.17077090370844	0.29085949314128984	-4.433416998269568	1.0	-3.02637822254074	4.0		0.0		0.0	-4.820334542216695	1.0		0.0		0.0		0.0	-10.772624399544632	1.0	-4.582171971530962	3.0	-9.037491003513534	1.0	-10.588871747998683	3.0	-4.485752473827184	1.0		0.0	-11.496154287345043	2.0		0.0	-6.101480496595969	2.0	-2.473882874703374	1.0	-5.3560329881617745	1.0		0.0		0.0
samp_58	-7.61193326110602	2.664436808725511	0.3719703797955507		0.0	-2.9360243466527685	2.0	-5.367943365575216	1.0	-8.289394251500735	3.0	-4.638983571106147	1.0		0.0	-9.44484200586507	1.0	-2.153318747656472	1.0	-10.355789395281148	2.0	-4.410285585466474	1.0	-8.656828191358446	1.0	-9.978716229607517	1.0		0.0	-3.2491163621142225	1.0	-10.91322513029745	2.0		0.0	-5.890268678526403	1.0	-2.4471137844055457	1.0		0.0	-7.13746934523895	2.0		0.0
samp_59	-6.366342094052438	3.466135959182855	0.03209057022540186		0.0	-2.9831729650110446	2.0	-5.58068412981195	1.0	-8.84403462735377	1.0	-4.815541259180168	2.0	-5.958046356007349	1.0	-10.089275433052926	2.0	-2.060170470239092	1.0		0.0	-4.569819467219156	2.0		0.0		0.0		0.0	-3.3084277438647622	1.0		0.0		0.0	-6.1239718204189995	1.0	-2.409240871665305	1.0	-5.364676250460516	4.0	-7.433835015655941	1.0	-9.71055253745003	1.0
samp_60	-6.68471027976262	2.9268526950325997	0.3816951783379756	-4.380046503168743	3.0	-3.0112002228199155	1.0	-5.503425820866053	2.0		0.0		0.0	-5.872059316723692	4.0		0.0		0.0		0.0		0.0	-9.007102392872579	2.0	-10.559511024849646	1.0		0.0	-3.3336201950854805	2.0	-11.462093014394714	1.0		0.0	-6.032329416556135	1.0	-2.4880330691868875	1.0		0.0	-7.309844078612105	2.0	-9.43253368250039	1.0
samp_61	-6.855997028208116	2.915051394809855	0.24827643498509513		0.0	-2.9506577540586494	1.0		0.0		0.0	-4.690252504333794	3.0		0.0	-9.692754226840457	1.0	-2.1180452849983826	1.0	-10.56080194719446	1.0	-4.4572840247346495	2.0		0.0	-10.360427535601529	2.0	-4.36070008119946	1.0	-3.268522652691049	1.0		0.0	-8.373291819347836	5.0		0.0	-2.433005704748983	1.0		0.0		0.0	-9.261013971322775	2.0
samp_62	-7.403978809447334	3.1896357365261405	0.0022267912452287094		0.0		0.0	-5.42888661033881	1.0	-8.399769314352099	1.0	-4.683529152501046	2.0	-5.795461241225017	3.0		0.0	-2.0460858702834295	2.0	-10.50183600934943	1.0	-4.445821481226034	3.0		0.0		0.0		0.0		0.0	-11.122356013600562	2.0		0.0		0.0	-2.3758770819049837	2.0	-5.218166733828296	2.0		0.0	-9.145904244162141	2.0
samp_63	-7.222566939112401	3.0848159784653104	0.1224910096024291		0.0		0.0	-5.441943096712944	2.0	-8.43343836514129	2.0	-4.69943979164767	1.0		0.0	-9.641236408950249	2.0	-2.0798604116346384	1.0	-10.541498001775594	1.0	-4.463590595948086	2.0		0.0		0.0		0.0	-3.2582792499988593	1.0	-11.194838793667339	1.0	-8.354837181261335	1.0	-5.971955253360569	2.0		0.0	-5.23112931545753	1.0	-7.233009486907742	2.0	-9.197438369610499	2.0
samp_64	-7.762725783239815	2.710153827494647	0.34900659759538133	-4.270329096027632	1.0		0.0	-5.3776680896118645	2.0	-8.29002841498614	1.0	-4.647754731370222	1.0		0.0	-9.435927856984675	2.0	-2.1467587460996014	1.0	-10.34905947036228	2.0	-4.41843151436721	1.0	-8.654866591496368	2.0		0.0		0.0	-3.2527907894328676	2.0	-10.882885704117916	1.0	-8.227734291549268	2.0	-5.900465696980939	1.0		0.0		0.0	-7.146566904353444	1.0	-8.99958557387137	1.0
samp_65	-7.2920367697230875	-13.016284205375117	16.18517544968487	-4.396407470499032	3.0		0.0		0.0	-8.404411025856284	1.0		0.0		0.0	-9.598586368619245	1.0		0.0	-10.502188016276476	2.0	-4.548986052299167	2.0	-8.782540270232435	3.0	-10.20303459232711	2.0	-4.444678415086804	3.0		0.0	-11.137811777103467	1.0	-8.328501270444402	1.0	-5.9726726701733375	2.0		0.0		0.0		0.0		0.0
samp_66	-6.31584053090596	2.9637541619008725	0.251487661152164		0.0	-2.964889750695982	3.0		0.0	-8.63271384131715	2.0		0.0	-5.829746429811108	4.0		0.0	-2.1214219826724814	1.0		0.0	-4.481711571907979	1.0	-9.034723385989262	1.0	-10.597672903508746	3.0		0.0		0.0		0.0	-8.500642518637598	2.0		0.0	-2.4408137104930314	1.0	-5.246213876374393	3.0		0.0		0.0
samp_67	-6.91218858782807	-12.074850629718028	15.192699669250779	-4.371193103407572	3.0		0.0		0.0	-8.429649755398176	1.0	-4.736562682619471	3.0		0.0	-9.645093111466345	2.0		0.0	-10.5186442196411	1.0	-4.524069464754302	2.0	-8.81686595063856	1.0	-10.298195979962891	1.0	-4.419518923152153	1.0	-3.5002303931386534	1.0		0.0	-8.340255537765382	1.0		0.0		0.0		0.0	-7.202493104353611	1.0	-9.211896594674888	3.0
samp_68	-7.14146884313237	3.1858648159848455	0.11934201281540167	-4.355932461326724	2.0		0.0	-5.487626499574288	2.0		0.0		0.0	-5.855749630761168	1.0	-9.735081365855995	2.0	-2.081375731883072	1.0	-10.629228199442572	1.0		0.0		0.0		0.0	-4.407982600023968	1.0	-3.282346297747273	1.0	-11.310545496643542	2.0		0.0	-6.020068135908364	1.0	-2.4147224633624282	1.0	-5.275950836441455	2.0		0.0	-9.290468808230385	4.0
samp_69	-7.12842999217849	2.8491128633024108	0.19637840084019104	-4.256054710049172	1.0	-2.9112275965906216	1.0	-5.369283588612363	1.0	-8.346980867725351	2.0	-4.634707280722069	1.0	-5.733842789313866	1.0	-9.542199014903746	1.0	-2.095232793645984	2.0		0.0		0.0	-8.726795811867333	2.0	-10.152607776930115	1.0		0.0	-3.225438597112364	1.0	-11.07864680625031	3.0		0.0		0.0	-2.403279650907612	1.0	-5.15948390630843	2.0		0.0	-9.103657132729255	1.0
samp_70	-7.013758301811555	2.8884090375176013	0.427595000667514	-4.385602769084314	1.0	-3.021594555182525	2.0	-5.505511400954461	2.0	-8.538635113138927	1.0		0.0		0.0		0.0		0.0		0.0	-4.535105896610595	2.0		0.0	-10.44625905490455	1.0	-4.437094161933544	2.0	-3.343813763761615	2.0	-11.360408029760857	2.0	-8.447961537279154	2.0	-6.032665307379981	1.0	-2.502515797707967	1.0	-5.294360612065755	1.0	-7.299310160838989	1.0		0.0
samp_71	-7.130535248807864	2.3527072651451855	0.8665213207942389		0.0	-3.0748386785751496	1.0	-5.469698806137518	1.0		0.0	-4.7456901384132495	3.0	-5.832775625988048	4.0	-9.671959193626073	1.0		0.0	-10.564485298900374	1.0	-4.520819434809527	1.0	-8.84229963206454	1.0	-10.310112004115112	1.0	-4.420000177528743	1.0	-3.3852057926076453	2.0		0.0		0.0		0.0		0.0	-5.2602301635847875	2.0	-7.245861569798879	1.0	-9.230017233766276	1.0
samp_72	-7.165691619160728	0.5452912653428317	2.5480614036557347		0.0	-3.1804273255553452	1.0	-5.422836591790412	3.0	-8.37452405405304	1.0		0.0	-5.78204089550447	1.0	-9.570200751882455	1.0		0.0		0.0		0.0	-8.753815009031642	1.0	-10.182300907722752	2.0	-4.397753693369294	1.0		0.0	-11.10976205911941	5.0		0.0	-5.93347817171676	2.0		0.0		0.0	-7.181013611311133	1.0	-9.130811411814042	2.0
samp_73	-7.223134243257126	3.021385470589461	0.3271582751003422	-4.390745400125394	1.0	-3.0093338574756494	1.0	-5.515752959968967	1.0	-8.522699479939552	1.0		0.0		0.0		0.0		0.0	-10.650730448120873	2.0		0.0	-8.910850713854053	1.0	-10.3950828387394	2.0	-4.4425174838059425	5.0		0.0	-11.325413591266052	2.0		0.0	-6.044744169802655	1.0	-2.4753117942695346	2.0	-5.304493153115261	1.0		0.0	-9.301513924726054	1.0
samp_74	-6.31319258521364	1.9922698112950346	1.1234854060423372		0.0	-3.077877150918127	4.0	-5.4306337151619335	1.0	-8.558919714407809	4.0		0.0	-5.796493874273451	2.0	-9.779053450419172	1.0		0.0		0.0	-4.487334748950328	1.0	-8.95693846276618	1.0	-10.507041677949259	2.0	-4.384820140829811	1.0		0.0		0.0	-8.432667715163255	1.0	-5.949459474445252	1.0		0.0		0.0	-7.226560953952762	1.0	-9.38674587962655	1.0
samp_75	-6.646896233277274	3.3534948950851007	0.029450117552847925		0.0		0.0		0.0	-8.667343143831749	1.0	-4.767032021982937	3.0		0.0	-9.923028675843975	1.0	-2.058372182781058	1.0		0.0	-4.524775523092649	1.0	-9.074608109959396	1.0	-10.643892213820436	2.0		0.0	-3.283628993868554	2.0	-11.542725210826188	1.0	-8.551504123314174	2.0	-6.06186309176014	1.0		0.0	-5.309871339262498	2.0	-7.3499675881358915	3.0		0.0
samp_76	-6.067772516388628	3.5763231089231438	-0.017577115078439468	-4.441360969458432	2.0	-2.984837435146157	3.0		0.0	-9.005385844463786	2.0	-4.837097739559504	1.0		0.0	-10.207122362423322	2.0	-2.0489586576893934	2.0		0.0	-4.587741945127391	1.0	-9.405994728267485	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-2.402343843951604	2.0	-5.393107657548652	1.0	-7.496832973541211	2.0	-9.86491455603653	1.0
samp_77	-7.225563979822384	3.238448234952124	0.12126243569447659	-4.377170527903812	1.0		0.0		0.0	-8.528553283073544	1.0	-4.762998498607023	1.0		0.0	-9.756693063182253	1.0	-2.082597314058555	1.0	-10.659067828311684	1.0		0.0	-8.917377139876951	3.0		0.0	-4.4294244254804696	2.0		0.0	-11.335050378246319	2.0	-8.446190709105869	1.0	-6.045733954374982	5.0		0.0	-5.300296901551616	1.0	-7.3126005428177026	1.0		0.0
samp_78	-7.077575984144505	0.4085967714304269	2.6808236929054634		0.0	-3.1835236166597776	1.0	-5.421783024314899	2.0	-8.384601796196383	2.0		0.0	-5.781190929312334	3.0		0.0		0.0	-10.473942379318727	1.0	-4.5010349548198505	2.0		0.0	-10.211234948816262	2.0	-4.3970154314814955	1.0		0.0	-11.134465798068298	1.0		0.0		0.0		0.0	-5.2140644414494215	1.0	-7.181502229322518	3.0	-9.148530167512698	2.0
samp_79	-6.150543179872001	3.6302231774729945	-0.09854474539744473	-4.421379568519403	1.0	-2.9666118145379317	2.0		0.0	-8.949565731168278	1.0		0.0	-5.974110129934301	2.0	-10.165861508550474	1.0	-2.0313995706511068	4.0		0.0		0.0	-9.355101478983201	2.0	-10.950246664420611	1.0	-4.475064262257496	1.0	-3.288670522335723	1.0		0.0	-8.777020636935724	1.0	-6.142046600471507	3.0	-2.3843483984031195	1.0		0.0		0.0		0.0
samp_80	-7.013937592225746	3.5434037137003775	0.02160673376465778	-4.443412181528747	3.0	-2.991241777057107	1.0		0.0		0.0	-4.836226881213436	2.0		0.0	-9.980592119930307	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-3.317336019347916	1.0	-11.592153364213413	2.0		0.0	-6.144188510670338	2.0	-2.4099653388908955	4.0	-5.3870535445183805	1.0	-7.429107034156857	2.0	-9.53815301407739	1.0
samp_81	-6.90642077147391	3.398277110378936	0.02080034660137901		0.0		0.0	-5.536893464210374	1.0	-8.629160379643473	1.0	-4.779344055749272	3.0		0.0	-9.887007373477998	1.0	-2.056412474418655	1.0		0.0	-4.536137583555295	2.0		0.0	-10.586531055563974	1.0	-4.44338027754894	2.0	-3.289153597214168	1.0	-11.488951340287466	2.0		0.0		0.0	-2.4007989822958207	1.0	-5.323455703695304	3.0	-7.3559336612934985	1.0	-9.451905982539571	1.0
samp_82	-7.585538579233684	2.518286463264689	0.42399435616403836		0.0	-2.9155879046568716	2.0	-5.324351053019182	1.0	-8.238260411638631	1.0	-4.598919268312941	1.0		0.0	-9.387160424839509	2.0	-2.1634351482815215	1.0	-10.293119252035005	1.0	-4.372173351685533	1.0	-8.604074069804291	3.0		0.0		0.0		0.0	-10.839436363692712	3.0	-8.174005466078297	3.0	-5.844802063267503	1.0	-2.443755129059453	1.0		0.0		0.0		0.0
samp_83	-6.8537161203182455	3.04696895764864	0.351259944837156	-4.413899282862027	3.0	-3.025675980046127	2.0		0.0		0.0		0.0		0.0		0.0		0.0	-10.744409917243496	1.0	-4.563214499621185	1.0	-9.030670249844913	1.0	-10.585807932756904	3.0	-4.465886998790514	2.0	-3.3514026599359337	3.0	-11.486589539361036	1.0	-8.525429116269985	1.0	-6.073714497610622	1.0	-2.487284386588786	1.0		0.0		0.0	-9.452588574068239	1.0
samp_84	-6.959616961144053	2.8708534613709253	0.2430312686776869	-4.288122432375017	1.0		0.0		0.0		0.0	-4.667927572218344	1.0	-5.769771545392098	4.0		0.0		0.0	-10.50874912428816	1.0	-4.435826607008064	2.0	-8.802569066762695	2.0	-10.276503875206783	3.0		0.0		0.0	-11.194362539214398	1.0		0.0		0.0	-2.4250067098990833	3.0	-5.193712665691353	1.0		0.0	-9.194701902471284	2.0
samp_85	-7.309037887623306	3.0178971483825205	0.24768900857154677	-4.350435475830625	1.0	-2.9750540755796826	1.0		0.0	-8.45771637565743	1.0	-4.732856236517954	1.0	-5.839517095651846	2.0	-9.665218554702587	2.0		0.0	-10.572884713223058	1.0		0.0		0.0	-10.28340651467132	1.0		0.0	-3.2960854235954216	1.0	-11.22111389048583	3.0	-8.380726437312976	1.0	-6.00205182041901	2.0	-2.444392101314111	2.0		0.0	-7.26178753185465	2.0		0.0
samp_86	-6.69245758792903	3.469344524480918	0.03802135891270727	-4.425747352182823	1.0	-2.985251424409318	2.0		0.0		0.0	-4.817304845651994	5.0	-5.9549846262147605	1.0	-10.018105234632872	1.0	-2.0613032712875614	1.0		0.0		0.0		0.0	-10.749353175128851	2.0	-4.478911551573873	1.0	-3.310668176762678	2.0	-11.640181607419887	1.0		0.0	-6.121893915835598	1.0	-2.4107501012268586	2.0		0.0		0.0	-9.603088608255796	1.0
samp_87	-6.652228880784027	3.4015206061530345	0.048127686437543775	-4.405769311372488	3.0	-2.9771007836492474	1.0		0.0		0.0	-4.79562120295321	1.0	-5.928841416968748	2.0	-9.978579637267394	1.0	-2.063727956038201	1.0		0.0	-4.552000710063309	3.0	-9.12636286996686	1.0	-10.706681685743316	2.0		0.0		0.0	-11.601406949724364	1.0		0.0	-6.094805761249357	1.0	-2.4094473089727844	1.0	-5.340741786690502	1.0	-7.386532231057742	1.0	-9.565836395912374	1.0
samp_88	-6.624397463717125	3.2586654351999456	0.11918079801102624	-4.385755319016882	2.0	-2.9764433104048913	1.0		0.0	-8.670031856105508	1.0		0.0	-5.897995341436412	1.0		0.0	-2.0825887794922404	1.0	-10.760451582841615	1.0	-4.532885699210918	1.0	-9.077262644994715	1.0	-10.646733847149868	4.0		0.0		0.0		0.0	-8.552737935662966	1.0		0.0		0.0	-5.3124790536022095	2.0	-7.349270463802866	4.0	-9.512165572984658	1.0
samp_89	-6.362863295944401	3.5126832293038297	-0.05219969242452174	-4.400206021175409	1.0		0.0	-5.558560833406442	1.0		0.0		0.0	-5.935982537195337	1.0	-10.057145145044089	1.0	-2.040137328675516	2.0		0.0	-4.545250017725695	2.0	-9.224662247958921	2.0	-10.81267233226912	2.0	-4.453385023856303	1.0	-3.2841279672942627	3.0		0.0	-8.668322095289783	1.0		0.0	-2.388620153416603	3.0	-5.342677530420461	1.0		0.0		0.0
samp_90	-6.893820414562824	0.7281081976100147	2.4704599642366945		0.0		0.0	-5.477418563089124	1.0	-8.485941481308284	2.0		0.0	-5.838122595191522	4.0	-9.712361523141084	1.0		0.0		0.0		0.0		0.0	-10.38016435534401	3.0	-4.450044057446846	2.0	-3.50541199904967	1.0	-11.292064985681748	2.0		0.0	-5.989259486541465	2.0		0.0	-5.269142223838371	2.0	-7.245903162129892	1.0		0.0
samp_91	-7.014396657436379	3.7812732265784548	-0.08468002875686798	-4.474248688810445	2.0	-2.9911592010513632	2.0		0.0		0.0	-4.8723166956903174	2.0		0.0	-10.094154174436474	2.0	-2.034099781650462	2.0	-10.965060305809697	1.0		0.0		0.0	-10.823234177238522	2.0	-4.528556073038119	1.0	-3.3157409261062476	1.0	-11.716609062508798	2.0		0.0	-6.202991579139564	3.0		0.0	-5.4356453703257515	1.0		0.0		0.0
samp_92	-6.223724749069595	3.591765586429304	-0.0637882029097976		0.0	-2.97159471962488	1.0	-5.5911119652491115	1.0	-8.9195267995057	2.0	-4.818187297175329	2.0		0.0	-10.146916813683776	1.0	-2.0384725175355998	2.0		0.0		0.0		0.0	-10.9223685600709	3.0	-4.477352257158645	3.0		0.0		0.0	-8.754956880499279	1.0	-6.139287851609152	2.0		0.0		0.0	-7.462402711023595	1.0	-9.78618798638765	2.0
samp_93	-7.708723987812486	3.195558791056946	0.0813838846634033	-4.340614574111084	3.0		0.0		0.0	-8.417327133250428	2.0	-4.72431298639475	2.0	-5.836366866467245	1.0		0.0	-2.069760647458617	2.0	-10.515565218570732	2.0		0.0	-8.788895674560367	1.0		0.0	-4.392566907210112	1.0	-3.2679688467617267	1.0	-11.098079220312318	1.0	-8.351359997105453	1.0	-6.001568891132334	1.0		0.0	-5.2592314769142305	1.0	-7.256972330590863	2.0		0.0
samp_94	-6.733148505477764	3.3965297059096264	0.06650156162245414	-4.412375455868202	3.0	-2.9827184266097335	1.0		0.0		0.0	-4.802277115645785	2.0	-5.934471123971623	1.0	-9.969460333611591	1.0	-2.06846136230684	1.0		0.0	-4.558794387574491	1.0	-9.11328917028951	1.0	-10.691938526685899	1.0		0.0	-3.3076989032669495	1.0	-11.58564198923546	1.0	-8.589964026719205	2.0	-6.100474305840313	2.0	-2.414570707392221	1.0	-5.347046401082666	1.0	-7.389272709430844	1.0		0.0
samp_95	-7.795628263496267	2.7828824514601314	0.3257622160134073	-4.290005635780522	1.0	-2.9487525150341836	1.0		0.0	-8.315196932273068	1.0		0.0	-5.763181103391569	3.0	-9.462915203581924	1.0	-2.141519877207663	1.0	-10.37898844754431	2.0	-4.437974729585922	1.0	-8.680447024964074	1.0		0.0		0.0	-3.2644271713187245	1.0	-10.91533691590082	1.0	-8.252963882314411	2.0	-5.924161222448104	1.0		0.0	-5.191110374698601	1.0	-7.17117927738372	2.0	-9.025601012103904	1.0
samp_96	-6.738154674614338	2.7850699131793126	0.383892927609876	-4.321235931650236	1.0	-2.9758257706189797	1.0	-5.4364184621975875	1.0	-8.49427787236774	3.0		0.0	-5.802986847125816	2.0		0.0	-2.1658408234510453	1.0	-10.58164474507944	1.0		0.0		0.0	-10.408295215491572	1.0	-4.372379267633706	1.0	-3.2933041796692213	3.0		0.0	-8.394419598476036	1.0	-5.962406233331756	1.0		0.0	-5.225514090561063	2.0		0.0	-9.300089717934148	2.0
samp_97	-7.316475864888917	2.3960528727667048	0.6294779188490391		0.0		0.0		0.0	-8.312825552818387	2.0	-4.6460341991171905	1.0	-5.731834726318639	1.0	-9.490372804910791	2.0		0.0	-10.391951541392817	1.0	-4.420685004614598	2.0		0.0	-10.06826845993986	1.0		0.0	-3.282503343795826	1.0	-11.000365262312496	2.0	-8.240831189681801	2.0	-5.889372028570625	2.0	-2.515727095429872	1.0	-5.16103119477207	1.0		0.0	-9.05128119721734	2.0
samp_98	-7.198851707119667	3.0931916412692115	0.1391277688731339		0.0	-2.9482570178613363	1.0		0.0		0.0		0.0	-5.821145623833005	2.0	-9.665479503631683	2.0	-2.0855486177357103	1.0	-10.564191743416458	1.0	-4.475209583246497	2.0		0.0	-10.295545483053978	1.0	-4.380306598699596	1.0		0.0	-11.225336178399305	1.0	-8.372436190756394	3.0		0.0	-2.4124365912214847	1.0	-5.2433654546906086	2.0	-7.2468847249112995	2.0	-9.221405227414115	1.0
samp_99	-7.3664623725681615	2.5965682831862806	0.4729477842244009		0.0	-2.9621714629235183	2.0	-5.387278585349482	2.0	-8.332966297138597	1.0	-4.659262668814723	2.0	-5.750060517255755	2.0	-9.511498220339545	1.0	-2.1925846485679026	1.0	-10.416777921620087	1.0	-4.431409067144907	1.0	-8.706950803955378	2.0		0.0	-4.332956304336644	1.0		0.0		0.0	-8.261612178562435	3.0	-5.90907493067564	1.0		0.0		0.0		0.0	-9.071127798012942	1.0
