run	log_tbg	log_alphap	log_betap	b1A1_log_P	b1A1_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight
samp_53	-5.551609312005691	6.461756490989463	0.03181931888345266		0.0		0.0	-1.5370836428136714	1.0		0.0	-4.937438827010677	1.0		0.0		0.0		0.0	-5.5887137929651285	1.0	-3.7243972720036718	1.0	-11.000373035828261	1.0	-11.904302046416555	1.0		0.0		0.0	-4.847151956660151	1.0	-10.510324737508002	1.0		0.0	-6.085449184259138	4.0		0.0		0.0		0.0	-1.959583667861853	1.0	-10.792081657832526	5.0	-8.72887648528597	2.0	-10.311583643456604	1.0	-5.840690909250917	1.0	-3.619476051772025	1.0		0.0	-10.484242184219429	2.0	-11.441336173399337	2.0	-9.589482930028549	1.0		0.0	-9.989507522328548	3.0	-7.753198136249682	1.0	-7.883428407452555	1.0	-3.180140547261906	2.0	-11.485501184125143	1.0	-6.255168040266296	3.0	-6.769423535530655	2.0	-10.589886122388418	2.0		0.0		0.0		0.0	-3.8154397247578644	1.0
samp_54	-5.735924880127773	6.672289239389199	-0.006905025623479832	-4.364938224599423	3.0	-8.109751773241738	3.0		0.0	-5.242351380458065	1.0		0.0	-4.746299553842066	1.0	-7.777433706798917	3.0	-4.491908960162966	2.0	-5.580562767694045	2.0		0.0	-11.157051610437115	2.0	-12.060628403316532	1.0	-5.943907289736736	1.0	-10.987730037734854	2.0	-4.845296886656879	1.0	-10.66232736124112	2.0	-5.8854465915913785	1.0	-6.085408931838122	1.0	-4.013389084786075	1.0		0.0	-11.897751115973959	1.0	-1.9575011167091048	2.0		0.0		0.0	-10.456524377482461	1.0		0.0	-3.617855540265155	1.0	-8.063584178107988	1.0	-10.632032388623625	1.0		0.0		0.0		0.0	-10.126557947808495	1.0	-7.798547111492573	1.0		0.0	-3.1778815205753097	2.0	-11.642735513736868	1.0		0.0	-6.784978985981293	1.0		0.0		0.0	-4.431371503535625	1.0	-10.927876559085956	1.0	-3.8126576806527583	2.0
samp_55	-5.453648869443271	6.3791775393929955	0.100350586421851	-4.376370734211658	2.0		0.0	-1.5380280481878528	2.0	-5.269454902375972	1.0		0.0	-4.764463782936697	1.0	-7.737207718521203	1.0		0.0	-5.610762401272026	2.0		0.0		0.0		0.0	-5.971799977264187	1.0	-10.826736467767287	1.0	-4.85845228358642	1.0		0.0	-5.910384513590571	3.0	-6.1096695631513835	3.0		0.0		0.0	-11.733569877375206	2.0		0.0	-10.785519017565829	1.0	-8.742564326225875	1.0	-10.312838164572305	1.0	-5.864869221226876	1.0	-3.6239202421482792	1.0	-8.027991715463674	1.0	-10.484889216643136	2.0	-11.435410716017127	1.0	-9.595693702355046	1.0	-10.772198180109319	1.0	-9.994540338936932	1.0	-7.781550313448582	1.0	-7.907614566373031	3.0		0.0	-11.479897644818339	1.0	-6.281359164717956	1.0	-6.79586786106911	1.0	-10.590574708825692	3.0		0.0	-4.443359582482403	1.0		0.0	-3.8211362800832083	1.0
samp_56	-5.663296849901816	6.677378323070568	-0.03668159787236433		0.0		0.0	-1.5365190522421226	1.0	-5.239420789809745	1.0	-4.932993261807742	2.0	-4.744284627983564	1.0	-7.773044774172303	2.0		0.0	-5.576987646670322	2.0	-3.7208134586132036	1.0	-11.13548761809271	1.0		0.0	-5.939765341811853	4.0	-10.96848003616651	3.0		0.0	-10.641641410916483	2.0	-5.881396166750046	2.0		0.0		0.0		0.0	-11.87789695048726	1.0	-1.9572719499622273	2.0		0.0		0.0	-10.44269587360696	2.0		0.0	-3.6171096676483567	2.0	-8.062341364572042	2.0		0.0	-11.579352747478039	2.0	-9.706484531254414	2.0	-10.911433108281424	1.0		0.0		0.0		0.0		0.0	-11.623678804400214	4.0	-6.251647851577506	1.0	-6.780661845867054	2.0		0.0		0.0		0.0	-10.913223891655118	1.0		0.0
samp_57	-5.630438148752842	6.32470148659707	0.10778053795616595	-4.37256780854373	1.0	-7.994778287181182	1.0		0.0	-5.260032900412059	1.0	-4.942159447216271	3.0		0.0		0.0	-4.4990544370555146	2.0	-5.596662430362904	1.0	-3.728095447404512	1.0	-10.941761496266706	1.0	-11.8341414970262	2.0		0.0		0.0		0.0	-10.453026359907454	3.0	-5.890755814964987	1.0	-6.085972090787415	1.0	-4.027231371254103	1.0		0.0	-11.675001075471103	2.0		0.0	-10.727922304438787	1.0	-8.667833794549729	1.0	-10.238095772513278	1.0		0.0	-3.622202237311573	1.0		0.0	-10.409949466576169	1.0		0.0	-9.518875906681293	2.0	-10.707347275026567	2.0	-9.9139699393227	2.0		0.0	-7.837482675486747	2.0	-3.1829605148222337	1.0	-11.417759422292415	1.0	-6.253606673361935	2.0	-6.755204997420002	1.0		0.0	-8.39351147784414	1.0	-4.4392619297462	1.0	-10.699663715363616	1.0	-3.819251921755067	2.0
samp_58	-5.603632818564594	6.470874109127643	0.09977139854412109	-4.374838823589883	2.0	-8.091364622312708	1.0	-1.5377700004611996	1.0		0.0	-4.948741431925191	2.0	-4.76167962571467	2.0	-7.764729128579931	3.0	-4.5022703577108585	2.0		0.0		0.0	-11.072213220204103	2.0		0.0		0.0	-10.905790750331551	1.0		0.0	-10.580801508106155	1.0	-5.910280048899352	3.0	-6.110765189445874	1.0	-4.025144504119511	1.0	-5.433462604090444	1.0		0.0		0.0	-10.864366828885323	1.0	-8.786733154772461	1.0	-10.383564307309191	1.0		0.0	-3.6230344019497456	1.0		0.0	-10.557028459938921	1.0	-11.51479525547551	1.0		0.0		0.0	-10.06000913254595	4.0		0.0	-7.9312877240620026	4.0		0.0		0.0	-6.2829536375204045	1.0		0.0	-10.663196815983486	1.0		0.0	-4.441795704579795	2.0	-10.850618228272793	1.0	-3.8196305666437502	2.0
samp_59	-5.618529884049619	6.465542327253953	0.011046567964602854		0.0		0.0		0.0	-5.24309064294572	1.0	-4.931707481000837	1.0	-4.746908692665428	3.0	-7.695252721666171	1.0		0.0		0.0	-3.7223734220445315	1.0	-10.982528082259407	1.0		0.0	-5.934642276555778	1.0		0.0	-4.841873036914951	2.0	-10.492452649695077	3.0	-5.875510779732207	1.0	-6.071578402804142	1.0		0.0		0.0	-11.718856654723862	1.0	-1.95909523382016	2.0		0.0	-8.69856984538685	1.0	-10.283048669521662	1.0	-5.828512894393385	1.0	-3.617674319950581	2.0	-7.973152787260408	1.0	-10.455745097192025	1.0	-11.418765261915114	3.0	-9.559367866655727	1.0		0.0	-9.958344938109114	1.0	-7.72227295254294	1.0	-7.8536318160685346	2.0	-3.1789035198036855	2.0	-11.462575404110074	1.0	-6.239551691489297	1.0	-6.749439148020619	1.0	-10.561073263533844	2.0	-8.421033664447009	2.0		0.0	-10.747200621435445	1.0		0.0
samp_60	-5.452078789549823	6.622882180166771	-0.005577592049473919		0.0	-8.143186963479597	1.0	-1.5371330939678707	1.0	-5.254073977271883	3.0		0.0	-4.753410372416324	5.0	-7.806688500748627	1.0		0.0		0.0		0.0		0.0	-12.03961828233383	1.0	-5.963454069197694	1.0	-10.959383474567602	2.0		0.0	-10.626306430085378	1.0	-5.903265167204714	2.0	-6.106110099484618	1.0	-4.0177887678167155	2.0	-5.425129822146409	2.0	-11.86895904409767	2.0		0.0	-10.917959116507511	2.0		0.0	-10.449594214254386	2.0	-5.853153106383908	3.0		0.0		0.0	-10.623402355798733	2.0		0.0		0.0		0.0	-10.130157775584962	2.0	-7.85180004458707	1.0	-7.98448193426312	1.0	-3.1796324910408416	1.0		0.0		0.0	-6.816470736418084	1.0	-10.730494591057138	1.0		0.0	-4.4362583177970825	1.0	-10.919347957173105	2.0		0.0
samp_61	-5.405894789298338	6.547017098374145	0.042848458878776065	-4.374086541983291	1.0		0.0	-1.5375762794656407	1.0	-5.264808252494654	3.0	-4.948989161177444	1.0	-4.760414411766187	1.0		0.0	-4.501744873047105	1.0		0.0		0.0		0.0	-12.016697158310615	2.0		0.0	-10.935832154382144	3.0	-4.8578314675665695	1.0		0.0		0.0	-6.119452158885573	1.0		0.0	-5.434948527476006	1.0	-11.845310382555532	1.0	-1.9595766641868886	2.0	-10.894459823830868	1.0	-8.840350169630737	1.0	-10.428555717092982	2.0		0.0	-3.6224744637086306	4.0		0.0	-10.601866452189944	2.0	-11.548433800833804	1.0	-9.706029088663282	2.0		0.0	-10.110851173630335	1.0	-7.856961060105771	2.0	-7.986116120348211	1.0		0.0		0.0		0.0	-6.8286351342868254	1.0	-10.708759681610157	2.0		0.0	-4.441059213891985	1.0		0.0	-3.8187127721520877	4.0
samp_62	-5.421737824971725	6.438138360577552	0.07437926294277013	-4.3751249170089705	1.0		0.0	-1.5378197605435664	2.0		0.0	-4.948857287273891	1.0		0.0		0.0	-4.502471493053852	1.0	-5.609468099704569	3.0	-3.7285952790436063	1.0	-11.021527820178466	1.0	-11.937085926744297	2.0		0.0	-10.860268856441055	1.0	-4.857685514918881	1.0	-10.531343065951999	1.0	-5.91172148106892	1.0		0.0	-4.026163371520501	1.0		0.0	-11.76814415663304	2.0		0.0		0.0	-8.774372524780821	4.0		0.0	-5.865068806206103	1.0		0.0		0.0	-10.522042930498799	2.0	-11.470505852202757	1.0		0.0		0.0	-10.031920864915287	1.0		0.0	-7.933858662145405	1.0	-3.182793210453815	2.0	-11.515239956969713	2.0	-6.285535079452832	1.0		0.0	-10.628174352365644	1.0	-8.519874104459383	3.0	-4.442097103334163	2.0	-10.815597047956276	3.0	-3.8199738888513135	1.0
samp_63	-5.8003936355873265	6.422063740463972	0.07078494934405172	-4.3671453641314635	3.0	-7.996041253696094	1.0		0.0		0.0	-4.935241629348177	1.0	-4.750865525617306	4.0	-7.6821100095801516	2.0		0.0	-5.583499245442476	1.0	-3.724301504544394	1.0	-10.992789243581425	2.0		0.0		0.0	-10.813482615706553	1.0	-4.845185838556872	4.0		0.0		0.0		0.0	-4.0205386381404615	1.0		0.0	-11.722561793420672	1.0	-1.9598668436299873	1.0	-10.77185807110657	3.0	-8.673695983842968	2.0	-10.266324546253054	1.0	-5.8327888094247715	1.0	-3.619233397410261	1.0	-7.948885673363844	1.0		0.0	-11.419348093618783	2.0		0.0	-10.746465566896266	1.0	-9.934246524235077	1.0	-7.699427888676212	1.0	-7.831732855707885	2.0	-3.1802592284973685	1.0	-11.462582388983884	1.0		0.0		0.0		0.0		0.0	-4.43358039762394	1.0		0.0	-3.815282052131113	2.0
samp_64	-5.551900316119531	6.49201178073542	0.041015175496420454		0.0	-8.069625587102351	1.0		0.0	-5.25453719569543	2.0	-4.940702850456194	3.0	-4.754237543999652	1.0	-7.7438443442026434	1.0		0.0	-5.593923615232315	2.0		0.0	-11.037545245664884	1.0	-11.944441456334324	1.0	-5.955288565041402	2.0	-10.87188159146448	2.0	-4.850173512566808	1.0	-10.546740532689336	1.0	-5.895185794927899	2.0	-6.094402830763818	1.0	-4.020707465783275	1.0		0.0	-11.779280177331106	1.0	-1.9595059160583146	1.0	-10.830503508506771	1.0		0.0		0.0	-5.847527126511556	1.0	-3.6203139382903413	2.0		0.0	-10.52490132785	2.0		0.0		0.0		0.0		0.0	-7.779240770639952	1.0	-7.910354462987587	2.0	-3.1805304559994103	1.0		0.0		0.0	-6.784702535024318	1.0	-10.630924140489382	2.0	-8.492596370321387	1.0	-4.436266559029121	1.0	-10.818114402526794	1.0	-3.8163170406076565	4.0
samp_65	-5.494952726179424	6.368063826428866	0.09569785836464136	-4.374655641014338	2.0		0.0	-1.5378922643088393	1.0	-5.2655030053081475	1.0		0.0	-4.762041049225602	1.0	-7.719890820965725	1.0	-4.50162335116628	1.0		0.0	-3.7288671462939558	1.0	-10.974331926567594	1.0		0.0	-5.964265101498567	1.0	-10.808869106314603	2.0	-4.855649118788194	1.0		0.0		0.0		0.0		0.0		0.0	-11.715159298600403	1.0		0.0		0.0	-8.72098102777702	2.0	-10.291137460243252	2.0	-5.857965374046921	2.0	-3.623091015030615	1.0	-8.006331363405803	1.0	-10.463086483484407	2.0		0.0	-9.57369112544224	2.0	-10.75262937058096	1.0	-9.971581041135709	1.0	-7.760070028374613	1.0	-7.886738065287538	1.0	-3.1832419240714622	3.0	-11.460749921032269	1.0	-6.271772149669741	2.0		0.0	-10.568500764600637	1.0	-8.459145813620989	1.0	-4.441530018042368	2.0	-10.754793382509627	1.0	-3.820181585060427	3.0
samp_66	-5.52380189629917	6.329272130780761	0.09513377693570256	-4.373130555880867	1.0	-8.008417737405352	1.0		0.0	-5.261891060215147	2.0	-4.943333096003013	3.0	-4.760015302851676	1.0	-7.69145041904057	1.0	-4.499737047364844	1.0	-5.599536788684946	1.0		0.0	-10.936804290262666	2.0		0.0	-5.9552531552479575	2.0		0.0	-4.852607166796624	1.0		0.0		0.0		0.0	-4.027529097594526	1.0	-5.424833322137976	1.0	-11.674381958647126	1.0		0.0	-10.727656791866385	2.0		0.0	-10.247106358544332	3.0	-5.85011527258387	1.0		0.0		0.0		0.0	-11.374915054745648	2.0	-9.53124285606839	3.0	-10.710549338532562	2.0		0.0	-7.728009292213662	1.0	-7.8542672636067214	2.0	-3.1830737261309947	1.0	-11.418906277654939	1.0	-6.259533909951612	1.0		0.0	-10.52352706876542	2.0	-8.417944134888485	2.0		0.0	-10.709037348436794	2.0		0.0
samp_67	-5.7239270816498	6.381663394394806	0.049532981118664776		0.0	-7.969518706893889	1.0		0.0	-5.243906360890302	1.0		0.0	-4.748054285887543	1.0	-7.657490588557765	1.0		0.0		0.0	-3.7232994565776596	1.0	-10.93733592233364	2.0		0.0	-5.929557305239047	2.0	-10.759691625857268	1.0		0.0	-10.447514129239968	2.0	-5.870551003783421	2.0		0.0	-4.019888726080673	1.0		0.0	-11.666844208856048	1.0		0.0	-10.71824472470166	1.0		0.0	-10.21783338257527	2.0	-5.825052086903208	2.0	-3.6181353418338573	1.0	-7.924494629243735	1.0	-10.390174543266422	1.0	-11.364172851754946	1.0	-9.494709925137478	1.0	-10.693814332033512	1.0	-9.889320575588814	1.0		0.0	-7.808113491726946	1.0	-3.1797818559588307	4.0	-11.407418378030437	1.0	-6.230136669747755	4.0	-6.730029021470525	2.0	-10.494585981788894	2.0		0.0	-4.431207742846491	2.0		0.0		0.0
samp_68	-5.595364938884542	6.228771318252466	0.10905273374516072		0.0		0.0	-1.5378458013050988	3.0	-5.256406246214355	1.0		0.0		0.0		0.0	-4.49700730928705	1.0		0.0		0.0	-10.854427136423144	2.0		0.0	-5.938064444278179	1.0		0.0	-4.847494156349187	1.0	-10.367973134759522	1.0	-5.878006025941233	2.0		0.0	-4.028979470415212	2.0	-5.415420783492775	3.0	-11.584155664372501	2.0		0.0	-10.638892166919288	2.0		0.0	-10.14784090223152	2.0		0.0		0.0		0.0	-10.318163385258211	1.0	-11.282480321537514	1.0	-9.436410189802992	1.0	-10.616379138960783	1.0	-9.825524069482045	1.0	-7.660692000438062	1.0	-7.785560761028648	2.0		0.0	-11.32583130564079	1.0	-6.2353120592409885	5.0	-6.726197995173194	1.0	-10.42183279299943	2.0		0.0	-4.43764733774242	2.0	-10.605316546946465	2.0		0.0
samp_69	-5.298708114380289	6.909607730321889	-0.0716052904357047	-4.372911662460532	1.0	-8.330256642807193	1.0		0.0	-5.258438891297672	1.0		0.0	-4.756280356985069	3.0	-7.968703924139244	1.0		0.0	-5.605734248836439	1.0		0.0		0.0	-12.276811417966766	2.0	-5.985882411964988	2.0		0.0	-4.859825000482361	2.0	-10.833804795304376	2.0	-5.92562952877223	1.0	-6.136449727192769	5.0	-4.015232272323558	1.0		0.0		0.0	-1.9569613323796706	1.0	-11.139547792050926	1.0		0.0		0.0	-5.870113371781546	3.0		0.0	-8.309615641619727	1.0	-10.861146045886294	2.0		0.0	-9.953707644399993	1.0		0.0		0.0		0.0	-8.173911017469596	3.0		0.0	-11.847993330408089	1.0		0.0	-6.896216194955741	1.0	-10.970214967889762	4.0	-8.82865946365748	1.0	-4.4399121881832375	1.0	-11.162207559696482	1.0		0.0
samp_70	-5.762458127082079	6.40932187483048	0.09728480036240147	-4.370643014217825	1.0	-8.015563745455825	1.0	-1.5374850147313572	1.0	-5.255700245868738	1.0	-4.940645839128745	2.0	-4.7558782297110085	2.0	-7.6994768137783955	4.0		0.0		0.0	-3.7263784808790072	1.0	-11.007243128807996	1.0		0.0		0.0		0.0	-4.850185335733243	1.0	-10.515715681860472	2.0	-5.889758133321867	1.0	-6.085989004032683	1.0	-4.02351630448691	1.0		0.0	-11.73904688464375	1.0		0.0	-10.789184877463201	2.0	-8.696208857678862	5.0		0.0		0.0	-3.6210441255090124	2.0	-7.970443114396903	2.0	-10.462659811037486	1.0	-11.436981425171995	1.0		0.0		0.0	-9.959140280745398	3.0	-7.7208038539467685	1.0	-7.852522994905877	1.0		0.0	-11.480397614036518	2.0	-6.254032655518305	1.0	-6.7606671372306	2.0		0.0		0.0		0.0		0.0		0.0
samp_71	-5.443543106980943	6.423998216894215	0.07649752044255535	-4.374586459358736	2.0	-8.073961484007562	1.0	-1.5377873304659493	3.0	-5.2658613468393	2.0	-4.947700295292249	1.0		0.0		0.0		0.0	-5.607361527799093	1.0	-3.7283928992332696	1.0	-11.009783471708683	1.0	-11.92268494024775	2.0		0.0	-10.847384570142149	2.0		0.0		0.0	-5.908511786965992	2.0	-6.108540694622166	1.0	-4.026103286001133	1.0	-5.432327115482925	2.0	-11.754783084598191	1.0		0.0		0.0		0.0	-10.334772473277576	2.0		0.0	-3.622915807605673	1.0		0.0	-10.507121961318767	1.0	-11.456890046190678	1.0	-9.616331071852159	3.0	-10.793644313933106	2.0		0.0	-7.793767796076352	1.0	-7.920712492888194	2.0	-3.1827249024014796	1.0	-11.501515677111911	3.0	-6.280809580249459	1.0		0.0	-10.613070227170276	1.0	-8.503365613277765	1.0		0.0	-10.80019769914859	1.0		0.0
samp_72	-5.516965418531997	6.586723251322273	0.03918068738638249	-4.371985359874914	2.0	-8.140680310505688	1.0	-1.5373054151505272	1.0	-5.259413390348717	1.0	-4.945995923485153	2.0	-4.7570813299235635	1.0	-7.805747949137956	2.0	-4.4995424647454	1.0	-5.6021955178224925	2.0		0.0	-11.125993230823285	3.0	-12.042130793372133	2.0	-5.969701461697945	1.0	-10.964526655828879	1.0	-4.855117978472139	1.0		0.0		0.0	-6.112053246000719	1.0		0.0	-5.430122667096047	3.0		0.0	-1.9589990388565959	1.0		0.0		0.0		0.0	-5.8595814700800535	1.0		0.0		0.0		0.0		0.0	-9.723155683726022	2.0	-10.91175683017879	1.0		0.0	-7.847406744182968	1.0		0.0	-3.180754650842449	1.0	-11.62099938428121	2.0	-6.28632031323081	2.0	-6.820020606640497	1.0	-10.73181327089696	1.0	-8.58270660484788	1.0	-4.43884031443171	2.0	-10.920474795084774	2.0	-3.817290776584687	1.0
samp_73	-5.339797696735544	6.664352137120802	0.03446276013593475	-4.376919153029753	1.0	-8.232691372759211	2.0		0.0	-5.270625675626214	4.0	-4.955320152743475	1.0	-4.763775935666344	3.0		0.0	-4.505316083264142	1.0	-5.618984721975057	1.0	-3.7282811689043514	1.0	-11.199023341598554	1.0	-12.133155206085233	2.0		0.0		0.0		0.0		0.0	-5.933515802700742	2.0		0.0	-4.022434734462296	1.0	-5.4448858131793605	2.0		0.0		0.0	-11.003544788580388	2.0		0.0		0.0	-5.882216910900275	1.0	-3.6237959279183083	2.0	-8.208982926718935	1.0	-10.71899882450205	4.0	-11.661407038382034	2.0	-9.819173174165117	1.0		0.0	-10.22849270037786	1.0		0.0		0.0	-3.1819170772867618	1.0	-11.70705099581669	1.0		0.0	-6.876336121358004	1.0		0.0		0.0	-4.444124414277555	1.0	-11.017084126946266	2.0	-3.8198445863263677	2.0
samp_74	-5.499432248285105	6.65879515149079	-0.018853214025049175	-4.367963483804635	2.0	-8.14639163313874	1.0	-1.5369322002199555	1.0		0.0	-4.94028650862914	1.0	-4.750898054703027	1.0		0.0	-4.495267677822433	1.0	-5.5911473413807204	1.0	-3.7233627660074267	2.0		0.0		0.0	-5.958160325723485	3.0	-10.978557155655118	1.0	-4.849889939877664	1.0		0.0	-5.898504139528033	1.0		0.0		0.0	-5.421587356735023	1.0	-11.888058397567425	1.0	-1.9579514405076932	3.0	-10.937081050136598	3.0		0.0		0.0	-5.847761374399227	2.0	-3.619340807245238	2.0		0.0		0.0	-11.59113253035912	1.0		0.0	-10.926514996768113	2.0	-10.145176547224949	1.0		0.0	-7.984481627600215	1.0	-3.1789429642644498	2.0	-11.636003683387573	3.0	-6.274722262880143	1.0	-6.811617258618592	2.0	-10.747578195162939	3.0		0.0		0.0		0.0		0.0
samp_75	-5.588283961506289	6.500387176358568	0.053041265598042175	-4.370397109987462	1.0	-8.077172706116938	2.0	-1.5373303505067848	1.0		0.0	-4.942049866490597	2.0		0.0	-7.750854760604965	2.0	-4.497435016642244	2.0	-5.5958822210796555	2.0	-3.7255778780248616	1.0	-11.055972666790487	1.0	-11.961516298431407	1.0	-5.957915004469753	1.0	-10.889487853942533	1.0	-4.851450473526525	1.0	-10.564692843068904	1.0		0.0		0.0	-4.021103193501796	1.0	-5.423834257781266	2.0	-11.797032508554757	2.0	-1.959555758097953	1.0	-10.84807463391273	1.0	-8.7720425744995	3.0		0.0	-5.849900505651699	1.0	-3.6207156924987434	1.0		0.0	-10.540734784732557	3.0		0.0		0.0	-10.83263163655335	1.0	-10.044003132764162	3.0		0.0	-7.916488176096979	1.0		0.0	-11.542703428815068	1.0		0.0		0.0		0.0	-8.499227830139091	3.0		0.0		0.0	-3.8167604175435894	1.0
samp_76	-5.767966798550766	6.337678375699273	0.05331695118300623	-4.3635470734195705	1.0		0.0	-1.5369194094260914	2.0		0.0		0.0	-4.746307007335971	1.0		0.0	-4.489111325647253	1.0	-5.572362480176321	1.0	-3.7228593171160282	1.0		0.0	-11.776040209855509	3.0		0.0	-10.716450353550272	4.0	-4.838446114276193	2.0	-10.408879978321588	3.0		0.0	-6.054580361285817	1.0	-4.02000764794694	1.0	-5.402052410808354	2.0	-11.623884959432196	4.0	-1.9602384687658	1.0	-10.674936578437597	1.0	-8.599870839936555	2.0		0.0	-5.817980340129353	1.0		0.0		0.0		0.0		0.0	-9.446055969995971	3.0		0.0	-9.836890356891711	1.0		0.0	-7.775479442041777	2.0	-3.179689027130501	1.0		0.0	-6.218884723883252	1.0	-6.71262629127577	2.0		0.0	-8.312744796506982	2.0		0.0		0.0		0.0
samp_77	-5.653570251887109	6.524454981257508	0.04203790511044382	-4.368448144040043	2.0	-8.070389879025178	1.0	-1.5371190449045524	1.0	-5.251440370615833	1.0		0.0		0.0	-7.744820194319422	1.0	-4.495342894246745	2.0	-5.590212492065327	2.0	-3.724351379724728	2.0	-11.066459752664997	1.0		0.0	-5.951426046942093	1.0		0.0		0.0	-10.57449585055288	3.0		0.0		0.0		0.0	-5.419460565584516	1.0		0.0	-1.959089966810575	1.0	-10.85599524935419	1.0		0.0	-10.369956398919843	2.0	-5.843478458398425	2.0	-3.619708827547353	1.0		0.0	-10.543773304616526	1.0	-11.506226485464966	2.0	-9.640068238575022	1.0		0.0		0.0		0.0		0.0	-3.1799295650899606	2.0	-11.550312082226375	3.0	-6.261181161613606	1.0	-6.780625374889557	4.0	-10.649911236945172	2.0		0.0	-4.435045148900483	3.0		0.0		0.0
samp_78	-5.415926531457603	6.557830167943573	0.008315012304737298		0.0		0.0		0.0	-5.2565919037554085	1.0		0.0		0.0	-7.784630952908721	1.0	-4.497651522477687	1.0	-5.5983409981727945	2.0		0.0		0.0		0.0		0.0		0.0	-4.85237688551276	1.0	-10.57989193600142	1.0		0.0	-6.105536453544737	2.0	-4.019810067939401	2.0	-5.426109920424502	1.0	-11.821060926504822	1.0	-1.9590267331615572	1.0	-10.870485708259105	1.0	-8.815453030277023	1.0	-10.402792976165852	2.0	-5.854711878809226	1.0	-3.620598578830761	1.0		0.0	-10.576013633323548	3.0	-11.523857409298218	2.0	-9.680454637408614	2.0	-10.860361897484463	2.0	-10.084604680339035	1.0		0.0		0.0	-3.1803265362958135	2.0	-11.568819520225876	1.0	-6.279262881260176	1.0	-6.8097109662937445	1.0	-10.682720002516973	1.0	-8.559745215769707	3.0	-4.4371393060532505	3.0	-10.871062649983077	1.0	-3.8164097474532146	1.0
samp_79	-5.698165608483553	6.100190003889164	0.16557133790989492	-4.374296016968579	1.0		0.0	-1.5385254202851435	1.0		0.0	-4.93878277244875	1.0	-4.761807128658328	2.0	-7.581546494704755	2.0	-4.499660120411823	1.0	-5.5890979181707605	1.0	-3.731430005607007	1.0	-10.785130174768438	1.0		0.0		0.0	-10.602230549103526	2.0		0.0		0.0	-5.870910993212329	1.0	-6.059229320838518	1.0		0.0		0.0	-11.50588472841163	4.0		0.0	-10.561098773867647	2.0	-8.52601803230961	1.0	-10.055551345504972	1.0	-5.830741500921984	1.0	-3.6240565853540265	1.0		0.0		0.0		0.0	-9.34916690982056	2.0	-10.531647315809222	1.0	-9.730532770975433	3.0	-7.604932223654315	2.0	-7.72800940280825	1.0		0.0	-11.243477558713886	1.0	-6.221266767876931	2.0		0.0	-10.326718905416286	2.0	-8.250353758243111	1.0	-4.440788054540467	3.0		0.0	-3.8225207534728725	1.0
samp_80	-5.477593567563612	6.4038167554157726	0.08949444588136501	-4.374985487469711	1.0		0.0		0.0	-5.2664746155979465	1.0		0.0	-4.762376832919123	1.0	-7.739989925886227	1.0	-4.502160993874496	1.0		0.0		0.0	-11.002398335181576	1.0	-11.911958862866705	3.0		0.0		0.0	-4.856832556761567	1.0	-10.512747654414436	2.0		0.0	-6.107023231462373	1.0		0.0	-5.432352350315262	1.0	-11.745428946962377	1.0		0.0	-10.797287009334195	1.0	-8.748512977086985	3.0	-10.323276017107222	2.0	-5.861637953367805	4.0	-3.6231676541442606	1.0	-8.030349445577539	1.0	-10.495549602962214	2.0	-11.44723535245592	1.0	-9.604509504342554	1.0	-10.78361230053583	1.0		0.0		0.0	-7.90960413200764	1.0	-3.183038987819787	1.0	-11.491683823136148	1.0	-6.278658784637279	1.0	-6.79445228077645	1.0	-10.601305563099874	1.0	-8.488450734186593	4.0	-4.441912943253064	1.0	-10.78814343780893	1.0		0.0
