run	log_tsat	log_tbg	log_alphap	b1A1_log_P	b1A1_weight	b1B8_log_P	b1B8_weight	b1B9_log_P	b1B9_weight	b1C1_log_P	b1C1_weight	b1C2_log_P	b1C2_weight	b1C3_log_P	b1C3_weight	b1C4_log_P	b1C4_weight	b1C5_log_P	b1C5_weight	b1C6_log_P	b1C6_weight	b1C7_log_P	b1C7_weight	b1C8_log_P	b1C8_weight	b1C9_log_P	b1C9_weight	b1D1_log_P	b1D1_weight	b1D2_log_P	b1D2_weight	b1D3_log_P	b1D3_weight	b1D4_log_P	b1D4_weight	b1D5_log_P	b1D5_weight	b1D6_log_P	b1D6_weight	b1D7_log_P	b1D7_weight	b1D8_log_P	b1D8_weight	b1D9_log_P	b1D9_weight	b1E1_log_P	b1E1_weight	b1E2_log_P	b1E2_weight	b2C6_log_P	b2C6_weight	b2C7_log_P	b2C7_weight	b2C8_log_P	b2C8_weight	b2C9_log_P	b2C9_weight	b2D1_log_P	b2D1_weight	b2D2_log_P	b2D2_weight	b2D3_log_P	b2D3_weight	b2D4_log_P	b2D4_weight	b2D5_log_P	b2D5_weight	b2D6_log_P	b2D6_weight	b2D7_log_P	b2D7_weight	b2D8_log_P	b2D8_weight	b2D9_log_P	b2D9_weight	b2E1_log_P	b2E1_weight	b2E3_log_P	b2E3_weight	b2E6_log_P	b2E6_weight	b2E7_log_P	b2E7_weight	b2E8_log_P	b2E8_weight	b2E9_log_P	b2E9_weight	b2F1_log_P	b2F1_weight	b2F2_log_P	b2F2_weight
samp_69	2.723472861735323	-5.410588696745829	6.727751374289981	-4.374745999617769	2.0		0.0		0.0	-10.567375378283034	1.0		0.0	-3.6235475292203416	3.0	-8.206258054142127	1.0	-10.7420552260443	2.0		0.0		0.0	-11.02304655717999	2.0	-10.249073426952267	1.0		0.0	-8.075802649128761	1.0		0.0	-11.732146350533691	1.0	-6.3081856888139844	1.0	-6.862831769974154	1.0		0.0	-8.704355500545388	2.0	-4.4417315076352555	1.0		0.0	-3.8189791868985217	1.0	-8.234315167187425	1.0	-1.539297350186347	2.0	-5.26277209864789	2.0		0.0	-4.759477346821443	1.0	-7.886706085349137	2.0	-4.502859692820327	2.0	-5.608709706637989	3.0		0.0		0.0	-12.156842917800258	2.0	-5.9833162346755815	1.0		0.0	-4.860160561048639	1.0	-10.731487474829743	2.0	-5.922571233462818	1.0		0.0	-4.020086069399125	1.0	-5.4374760557144945	1.0		0.0	-1.959943679842014	2.0
samp_70	2.818283491624266	-5.701004103608691	6.472885526384574		0.0	-10.857922135330371	3.0	-8.780058514817364	4.0	-10.362811909918818	3.0		0.0	-3.7200550898818254	2.0	-8.059474259828962	1.0		0.0	-11.50493958132308	1.0	-9.638263675221781	1.0	-10.835941404059627	1.0		0.0		0.0	-7.941821138259234	1.0		0.0		0.0		0.0	-6.853667943792212	2.0		0.0	-8.49860502447398	1.0		0.0		0.0	-3.9163124886752825	1.0	-8.102472508487578	2.0	-1.6536986572381855	1.0		0.0		0.0	-4.853682186185993	1.0	-7.786942061416485	1.0	-4.594914374133064	1.0	-5.690015005376699	3.0	-3.8253247444601617	2.0	-11.073967722710917	1.0	-11.964202397664073	1.0	-6.045494732334851	1.0	-10.899354572496877	1.0		0.0	-10.58374234666289	1.0	-5.985609133406722	2.0	-6.181328018221545	2.0		0.0	-5.5173123380169145	3.0		0.0		0.0
samp_71	2.820410834752976	-5.495405439935872	6.6230865782294766	-4.477451559959158	4.0	-11.020878585364512	1.0	-8.953480138168418	3.0	-10.550725767974821	1.0		0.0	-3.7254163601879253	2.0		0.0	-10.724369295703717	1.0	-11.67389301456362	1.0		0.0	-11.010105306472969	1.0	-10.230832573519647	1.0		0.0		0.0		0.0	-11.718736597856727	4.0		0.0	-6.937417843511446	1.0	-10.831230955117375	1.0	-8.693385769830362	2.0	-4.544540963382579	1.0	-11.019733659404267	1.0	-3.9216446266632152	1.0	-8.249913608829472	1.0	-1.6564324122813703	1.0	-5.371406974900385	2.0		0.0	-4.864945890771779	1.0	-7.915732901788821	2.0	-4.605292403792197	1.0	-5.716798851815682	1.0	-3.8303091469975254	2.0	-11.22289979175998	1.0	-12.140145824349025	1.0		0.0	-11.062277938262516	1.0	-4.962210121673199	1.0		0.0	-6.024485748044892	1.0		0.0		0.0		0.0	-11.97076806169259	2.0		0.0
samp_72	2.767942800933401	-5.600299358469267	6.564358556719222	-4.416373091119639	3.0		0.0	-8.823847839084626	1.0		0.0		0.0	-3.6676297934710136	2.0		0.0	-10.596086800420661	1.0		0.0	-9.694923383054567	2.0	-10.888368679851691	2.0	-10.09868011361649	3.0		0.0		0.0	-3.2283213842193272	1.0	-11.598715036833402	3.0	-6.313562550781503	1.0		0.0		0.0	-8.549576935228277	1.0	-4.483016884948524	2.0	-10.889775231675632	1.0	-3.8633120378095374	1.0	-8.127049898974542	1.0		0.0		0.0		0.0	-4.800668909505419	1.0	-7.8000590287584615	1.0	-4.543339374031587	1.0	-5.640463935077902	1.0	-3.7722444910261044	1.0	-11.112011315677368	1.0		0.0	-6.002679000553921	1.0	-10.945343618759821	2.0	-4.897137687358353	3.0	-10.620450219689731	1.0	-5.94272632448996	1.0	-6.1423543145664725	1.0		0.0		0.0	-11.853078702209245	2.0	-2.011665894928785	2.0
samp_73	2.850744664640356	-5.92728426968301	6.250406313278297		0.0	-10.649348778581023	1.0	-8.592884695475602	1.0	-10.11067777320724	2.0		0.0	-3.7516047409104774	2.0	-7.912250011273066	2.0		0.0	-11.288414036098073	2.0		0.0		0.0	-9.77623377820679	1.0	-7.679378523990529	3.0	-7.804140481283943	1.0	-3.316720218892412	3.0		0.0	-6.321568829025308	1.0	-6.793429653864998	1.0	-10.379776618305765	1.0	-8.30329204755133	1.0		0.0		0.0	-3.9484538635006823	1.0	-7.961895918343322	2.0	-1.6921495753555695	2.0	-5.371524980352357	2.0	-5.055675321003561	1.0	-4.879581332350525	1.0		0.0	-4.620494668162556	2.0		0.0		0.0	-10.890647634927697	1.0		0.0	-6.034678437164369	1.0		0.0		0.0	-10.402126606123296	4.0	-5.9763013292945315	1.0	-6.162212051466151	2.0		0.0		0.0	-11.601028304678941	2.0		0.0
samp_74	2.8508317530346527	-5.829331457727509	6.254937847036711		0.0	-10.66572936119662	1.0	-8.617083650772926	1.0	-10.142085837503526	3.0	-5.941550383754875	5.0	-3.752414139995201	1.0	-7.932607365330193	1.0		0.0		0.0	-9.43494323344268	1.0	-10.629139114423788	1.0	-9.811605874803341	3.0		0.0		0.0	-3.3172782883540433	3.0	-11.346699016087298	1.0	-6.329417323796705	1.0	-6.803932829710376	1.0		0.0	-8.332297395555845	2.0	-4.563722261528729	1.0	-10.5918041327079	1.0		0.0	-7.979669153707529	2.0		0.0		0.0		0.0		0.0	-7.684019335470357	2.0	-4.622303842174416	1.0	-5.701781994559691	1.0		0.0	-10.899183892780536	5.0		0.0	-6.04107120457845	2.0	-10.707095337568987	1.0		0.0		0.0	-5.982274296529507	1.0	-6.169088247008785	1.0		0.0	-5.529667394001317	1.0		0.0		0.0
samp_75	2.743966993119086	-5.507397255274879	6.470268809040591	-4.389723188466512	1.0	-10.794352666796938	2.0	-8.740272248600654	2.0	-10.316427936051872	1.0		0.0		0.0		0.0	-10.48870145206525	1.0	-11.443575136874436	1.0	-9.596875913213914	2.0	-10.779057396779011	5.0	-9.99583694148566	1.0		0.0		0.0	-3.203049552101378	2.0	-11.487838876274552	1.0	-6.274835270310474	3.0		0.0	-10.594254207732103	1.0	-8.47430481816861	2.0		0.0	-10.780760494502088	2.0	-3.8377452107853838	1.0		0.0	-1.5638251614817913	1.0	-5.272274418126182	1.0		0.0		0.0		0.0	-4.51617987023799	2.0		0.0	-3.7467762306184484	2.0	-11.001562700615311	1.0	-11.90728457480517	1.0	-5.967752678679719	1.0	-10.835620543331187	1.0		0.0	-10.51204422987089	1.0	-5.907842180089958	1.0	-6.105259407451197	1.0	-4.042547938414602	1.0		0.0	-11.742428623937741	1.0	-1.984799144009883	1.0
samp_76	2.679952092335509	-5.493370132358401	6.680928781447909	-4.324799809101145	1.0	-10.935147298705457	3.0	-8.850760138159385	1.0	-10.466015474865449	1.0		0.0		0.0		0.0	-10.64063646270133	1.0		0.0	-9.734773458977704	3.0		0.0	-10.144958814746426	3.0		0.0	-7.96745241592465	1.0	-3.134672008048905	2.0	-11.635413172403736	1.0	-6.23376175330622	3.0	-6.776617274261106	1.0	-10.74819751180854	1.0		0.0	-4.391440221673609	3.0		0.0		0.0	-8.131031712464509	1.0		0.0		0.0		0.0		0.0		0.0	-4.452260856330508	1.0	-5.546929823168097	1.0	-3.6797411868282497	1.0		0.0	-12.057832756237104	1.0	-5.915430906469861	1.0	-10.976692248410854	2.0	-4.807225414648564	1.0		0.0	-5.856094504554204	2.0	-6.059450049104525	2.0	-3.9714965988379594	2.0	-5.3785369191861925	1.0	-11.886878412086018	1.0	-1.909421576662368	2.0
samp_77	2.689597478867666	-5.487581170779608	6.763160344132211	-4.336937813246378	1.0	-11.025510289995605	1.0	-8.933831803475956	2.0		0.0	-5.823123619974576	1.0	-3.587019642361156	1.0	-8.16890900210454	1.0		0.0	-11.682570028732005	1.0	-9.825664822818153	2.0		0.0	-10.239105616838206	1.0		0.0		0.0	-3.1452171310498813	1.0	-11.727873292311722	2.0	-6.259159712747812	1.0	-6.813946093281398	1.0	-10.8432483647335	1.0	-8.671214062193492	1.0	-4.4037357531447565	2.0	-11.03372268762934	2.0		0.0	-8.20177920242749	1.0	-1.4976594530068026	1.0		0.0	-4.911852995211855	1.0	-4.719729610217593	2.0	-7.851312585026865	2.0	-4.4648554445464255	2.0	-5.563226941641124	1.0	-3.690673087506142	1.0	-11.223948236530132	1.0		0.0	-5.936033174788426	1.0	-11.067104105917116	1.0	-4.821247545660495	1.0		0.0	-5.876486332316173	1.0	-6.08247884132946	2.0		0.0		0.0	-11.978231190648122	1.0	-1.920318491875561	3.0
samp_78	2.7251501750705422	-5.49685617790689	6.702763031440639	-4.374206921960178	1.0		0.0	-8.918214383372652	1.0		0.0	-5.862216503681545	2.0	-3.6241833916296526	2.0	-8.164195164527825	2.0	-10.708592785914451	2.0	-11.657429719185695	2.0	-9.802612661313766	4.0		0.0		0.0		0.0		0.0		0.0	-11.702527222721804	3.0	-6.29478903667992	2.0		0.0	-10.816244488452012	1.0		0.0		0.0		0.0	-3.8194515863080376	1.0		0.0	-1.5411777687859773	2.0	-5.259414625805815	2.0		0.0		0.0	-7.854139305840932	1.0	-4.501967797464402	1.0	-5.603026026771422	1.0	-3.7281820475133594	2.0		0.0	-12.124985702041565	3.0		0.0		0.0		0.0	-10.708090765129821	3.0	-5.913909164856794	1.0		0.0	-4.020624549802071	1.0	-5.432782797408738	2.0	-11.953656362592382	1.0	-1.9617379872439862	1.0
samp_79	2.648265093138573	-5.408758318816299	6.7127027852851535	-4.293064551495387	1.0	-10.938597777784569	3.0	-8.86143923457911	4.0	-10.475511604039028	1.0		0.0		0.0		0.0	-10.650308396215308	1.0	-11.596060714209264	1.0	-9.745129444405064	1.0	-10.931946125224	2.0	-10.156608002366129	1.0	-7.839313629689818	4.0	-7.975888663607362	2.0	-3.1014223967916155	1.0		0.0		0.0		0.0	-10.75833024169651	1.0	-8.605705867663575	1.0	-4.3598015693226735	2.0	-10.948658052533421	2.0		0.0	-8.137187795319493	1.0		0.0	-5.1740765418174615	1.0		0.0		0.0	-7.789388152978372	1.0		0.0		0.0	-3.6472211583157996	2.0		0.0		0.0	-5.8876180269588785	2.0		0.0		0.0		0.0	-5.828237285648875	2.0	-6.033293302104345	1.0	-3.9383806726374426	2.0	-5.348545587218216	1.0	-11.892044157285692	1.0	-1.8725864347878365	2.0
samp_80	2.843039905277751	-5.33783242961333	6.523830269459189	-4.5047383732749	1.0		0.0	-8.92386846967813	2.0	-10.492877725805668	1.0	-6.008930229668144	1.0	-3.7509547237145617	1.0	-8.212363074153453	1.0	-10.665241764218118	3.0		0.0		0.0	-10.947158816527248	3.0	-10.177695150817351	3.0	-7.966677616407744	2.0		0.0		0.0	-11.654496779639404	1.0	-6.433459712274397	1.0	-6.958479429257901	1.0	-10.771667070203048	2.0	-8.68033488340966	2.0	-4.572019671183078	1.0		0.0		0.0	-8.23770296808787	1.0	-1.683874291424162	1.0	-5.404507475120648	2.0	-5.081628774078283	3.0		0.0		0.0		0.0	-5.750530683567324	2.0	-3.8566545242989796	1.0		0.0	-12.078539169971206	2.0		0.0	-10.997440724687303	2.0	-4.989703141784305	3.0		0.0		0.0		0.0		0.0		0.0	-11.906572454446973	1.0		0.0
samp_81	2.798127137603421	-5.264427265432774	6.727631160182875	-4.459997187013852	2.0		0.0		0.0	-10.657693353554242	2.0	-5.981399670678957	1.0	-3.7049181035981817	1.0	-8.335323647439424	3.0	-10.83202239093861	1.0	-11.771765328083445	1.0	-9.933526660852646	1.0	-11.108607024509272	1.0	-10.34325833803754	2.0	-8.080066618268441	2.0	-8.20601221158207	1.0		0.0		0.0		0.0		0.0	-10.940254472290295	2.0	-8.832797033118858	1.0	-4.527499561046414	1.0	-11.13101119751989	1.0	-3.901274244520522	1.0	-8.352992230167544	2.0		0.0	-5.361133711395296	1.0	-5.041890805010257	2.0	-4.849282361950112	1.0	-8.005800304702246	1.0	-4.588949243590547	1.0		0.0	-3.8095733141380763	1.0		0.0	-12.246156360123416	2.0	-6.096161848743134	1.0	-11.153304007003932	1.0	-4.949515468002977	1.0		0.0	-6.032737587369966	2.0	-6.2448198894292615	1.0		0.0	-5.536769229454808	2.0	-12.067532139540846	1.0		0.0
samp_82	2.8210799462340526	-5.457071960949633	6.435135712258723	-4.475626489291387	3.0	-10.841558161147018	1.0		0.0	-10.366881633980917	2.0		0.0	-3.725177608921238	2.0		0.0	-10.538408169444576	1.0	-11.490132912623974	1.0	-9.652186053682376	1.0	-10.826916955719506	4.0	-10.048647116571564	1.0	-7.851062289879661	2.0	-7.976170730122037	1.0	-3.286781442773352	1.0	-11.534448424076734	1.0	-6.3698475683087405	1.0	-6.878079912956779	1.0	-10.643658244956306	2.0	-8.546204870858208	1.0		0.0	-10.829701181457253	2.0		0.0		0.0	-1.6572691466229839	1.0		0.0		0.0	-4.863045660167644	2.0	-7.8086827796220355	1.0		0.0		0.0		0.0	-11.047567902492448	1.0		0.0	-6.06345374447437	6.0	-10.882720431560397	1.0	-4.955823917318029	1.0	-10.55920518066654	1.0		0.0		0.0	-4.129779468202362	1.0	-5.529964704430812	1.0		0.0		0.0
samp_83	2.761756522225505	-5.375503745190166	6.587291231577736	-4.4148802383240096	1.0	-10.933473738634074	1.0		0.0	-10.469269047681868	1.0	-5.909020282029218	1.0	-3.663583034295664	2.0		0.0		0.0		0.0	-9.747628165962348	1.0	-10.924883337234457	1.0		0.0		0.0	-8.031614965751126	1.0		0.0		0.0	-6.3374503446428845	1.0		0.0	-10.749470144629209	2.0	-8.634188563186571	1.0	-4.481822050482068	2.0	-10.938206454573319	5.0		0.0	-8.184429250123904	1.0	-1.585927238160429	1.0	-5.305930728149776	3.0	-4.989867538203264	1.0	-4.801251398495012	1.0		0.0	-4.542505255710776	2.0	-5.650371817831974	2.0	-3.768346649795459	2.0		0.0	-12.057046325482005	1.0	-6.01925951303129	1.0	-10.97482557928596	1.0	-4.898673844104545	1.0	-10.640545713093802	2.0		0.0	-6.161719074174303	1.0	-4.063686319805136	1.0		0.0	-11.88470857464109	2.0	-2.004954479392821	1.0
samp_84	2.704306575373184	-5.548430279482623	6.646049663076328		0.0	-10.922510167470907	3.0	-8.835226527135118	2.0	-10.448329784458702	1.0		0.0		0.0		0.0	-10.622730964870481	1.0		0.0	-9.7171425569314	2.0		0.0		0.0		0.0	-7.957683848211217	2.0		0.0		0.0	-6.25263354117695	2.0	-6.787903653624972	2.0	-10.729869837296125	1.0	-8.563995740045337	1.0		0.0	-10.918788613622022	1.0		0.0	-8.121846010399516	1.0		0.0	-5.230415543100446	2.0		0.0	-4.731985523527114	3.0	-7.784866999371679	2.0	-4.476634756084954	1.0		0.0	-3.7049199269880226	3.0		0.0	-12.04164859225119	1.0	-5.937049746246965	1.0		0.0	-4.831011488001135	1.0		0.0	-5.877667159346794	2.0	-6.079605287248497	2.0	-3.997360874805639	1.0	-5.401858723854425	1.0	-11.873266176241849	4.0	-1.9377455962025354	1.0
samp_85	2.8826335006667354	-5.7678402367440755	6.338325473727335	-4.536832666580559	3.0		0.0		0.0		0.0	-5.998082323499024	2.0		0.0		0.0		0.0		0.0	-9.561496086355314	2.0	-10.755855630165156	1.0	-9.947078234574974	2.0	-7.79349230491609	1.0	-7.919018353743771	1.0		0.0	-11.470391869459952	1.0	-6.393602935735842	1.0	-6.877728944671573	4.0		0.0		0.0	-4.603330360720455	2.0		0.0	-3.9856616124026143	1.0		0.0		0.0	-5.4222851795848435	1.0		0.0	-4.9235918113588975	1.0	-7.773038041612811	1.0	-4.66245752170064	3.0	-5.753968931869393	1.0		0.0	-11.010943218240971	1.0	-11.882996933008622	1.0	-6.099543662970237	1.0		0.0	-5.012436883805476	1.0	-10.52314149930917	2.0	-6.039809051429192	1.0	-6.230137312550566	4.0		0.0	-5.579713524711038	4.0	-11.7330447983236	1.0		0.0
samp_86	2.823270394930683	-5.506051381367367	6.527183932785792	-4.478828226216868	2.0	-10.929903487705584	1.0	-8.87324837725481	1.0		0.0	-5.968075501904229	1.0		0.0	-8.150024186536138	4.0		0.0	-11.580305004767407	2.0	-9.73393312933244	3.0	-10.916321167460527	4.0	-10.135119859499738	1.0	-7.900158063440601	1.0	-8.028504752672331	2.0		0.0	-11.624779883642343	1.0	-6.387285442278964	1.0		0.0	-10.733863381084545	1.0		0.0		0.0	-10.921033834809915	1.0		0.0	-8.18396857448564	2.0		0.0	-5.370884643779637	1.0	-5.052357811583289	2.0		0.0		0.0	-4.606090991985653	2.0	-5.7129071551528305	1.0	-3.8330294254071413	1.0		0.0	-12.044819093081557	2.0	-6.075862539020059	1.0		0.0		0.0	-10.644766792396961	1.0		0.0	-6.214910163704072	2.0		0.0		0.0	-11.878321637118777	3.0		0.0
samp_87	2.8154376615192787	-5.716650961498933	6.480488280098571	-4.4651902720775185	1.0	-10.861138486561181	1.0	-8.779428354128871	1.0		0.0	-5.936349135962329	1.0	-3.716949018668466	1.0	-8.057525351038969	1.0	-10.537614636834267	3.0	-11.508333149186287	3.0	-9.63908390127878	3.0	-10.83881484220443	1.0		0.0		0.0		0.0	-3.278974506129566	3.0		0.0	-6.345687388708642	1.0	-6.850697775584078	2.0		0.0		0.0	-4.531750266454857	2.0		0.0	-3.913084698211805	1.0	-8.101086277973643	2.0	-1.6501234702278311	1.0	-5.349628068951778	2.0	-5.03425888466104	1.0	-4.850168349009818	1.0	-7.785469522610111	1.0		0.0	-5.686224916459945	1.0		0.0	-11.077731934939239	2.0		0.0	-6.041867597285191	1.0		0.0	-4.943900211456383	2.0	-10.58718323707243	1.0	-5.982103908840017	1.0		0.0		0.0	-5.513818318648526	3.0		0.0		0.0
samp_88	2.8343024165332724	-5.597020338445998	6.2946983776455046		0.0	-10.70957091306744	1.0		0.0	-10.216238737139934	1.0		0.0	-3.7367734490613103	4.0		0.0	-10.385940117224346	3.0	-11.351640242106747	1.0		0.0	-10.685539399148634	1.0	-9.894304737226829	1.0	-7.747364989495364	2.0		0.0	-3.300502727813832	1.0	-11.394769591779498	3.0		0.0		0.0	-10.488962883410274	1.0	-8.40759433267621	1.0	-4.550434807023652	1.0	-10.671545208833903	1.0		0.0	-8.02426734087375	1.0	-1.672961190995881	2.0		0.0		0.0	-4.86978441941699	2.0		0.0	-4.609444163842834	2.0	-5.69812558294049	2.0		0.0	-10.926782080617073	2.0		0.0	-6.043469025676711	1.0	-10.750632741791977	2.0	-4.958478439046582	1.0		0.0	-5.983652138081018	2.0	-6.174048435454515	1.0		0.0	-5.524176290918053	1.0	-11.654036867028331	2.0	-2.090345271270877	1.0
samp_89	2.7619694579103196	-5.608552171443177	6.578839472483908	-4.409943488694086	1.0	-10.911378605141394	1.0	-8.827581512619364	2.0	-10.429951781061407	4.0		0.0	-3.6612860455980476	2.0		0.0		0.0	-11.562267921959041	1.0		0.0	-10.896001738343584	1.0	-10.10572841435197	1.0	-7.832227335596672	1.0		0.0		0.0	-11.606545811372353	1.0	-6.307770427031969	1.0	-6.830761354810265	3.0		0.0		0.0		0.0	-10.897741205063086	2.0	-3.8568756673192164	1.0	-8.12829587046552	2.0	-1.5857030798725305	2.0	-5.293817671342105	1.0	-4.981278897046784	2.0	-4.793964380550374	1.0	-7.800129998106054	1.0	-4.536940996522343	1.0		0.0		0.0	-11.119362243241875	2.0		0.0	-5.9963118477315485	2.0	-10.952831583406232	2.0		0.0	-10.62747746848899	1.0	-5.936469094174386	2.0		0.0	-4.06023764689894	1.0	-5.462446838169945	1.0		0.0	-2.0046197913820856	1.0
samp_90	2.721553262795109	-5.3011039156008595	7.011210315102636	-4.379308966306397	1.0	-11.309341126868317	1.0	-9.228822211825179	1.0	-10.85997886780729	1.0	-5.896503576019721	1.0	-3.6248700383554766	1.0		0.0	-11.036432561138595	4.0	-11.974215811704784	1.0	-10.12455052190805	1.0	-11.310223076386611	1.0	-10.54409533049508	2.0		0.0	-8.321896254800105	1.0		0.0	-12.020704610587764	3.0		0.0	-6.9703328380928715	2.0	-11.146295086812536	1.0		0.0	-4.446752756219012	1.0	-11.339464608386574	1.0	-3.820044717240345	1.0	-8.476324080239525	2.0	-1.5374535182770008	1.0		0.0	-4.962637330923096	1.0	-4.764905541709745	2.0	-8.09906009337383	5.0		0.0	-5.625481428884487	2.0		0.0		0.0	-12.450687581855721	2.0		0.0		0.0		0.0	-10.998159361223232	1.0		0.0	-6.172411936305269	1.0		0.0	-5.455145160562113	2.0		0.0		0.0
samp_91	2.7398211418546077	-5.21760087390854	6.66738630751305		0.0		0.0		0.0	-10.54234012542716	1.0	-5.9067502267374135	2.0	-3.6428879260849913	1.0		0.0	-10.716360692172747	2.0		0.0	-9.820317304758785	1.0	-10.992991912091469	1.0	-10.228483921635556	1.0		0.0	-8.10567144081734	2.0	-3.2011163067562385	1.0	-11.702574989025461	1.0		0.0		0.0	-10.824445925429725	1.0		0.0	-4.463751812382697	1.0	-11.014994050334336	3.0	-3.839045086393281	2.0		0.0	-1.559625379071347	2.0	-5.292496198193249	2.0	-4.975625645377391	1.0	-4.78408304872278	1.0		0.0	-4.524953463455895	2.0	-5.64226365703371	2.0		0.0		0.0	-12.131950408817222	1.0	-6.020293335266359	1.0	-11.037909770805607	1.0	-4.883803817011611	2.0		0.0	-5.957635767306624	2.0	-6.16729548620282	1.0	-4.0420169070248475	2.0	-5.466739036576977	2.0	-11.953018808472553	1.0	-1.979722753882265	1.0
samp_92	2.7441929254608888	-5.380986722019713	6.735584396223664	-4.398131663916456	1.0		0.0		0.0	-10.599537477146825	2.0	-5.9000836854179255	1.0		0.0		0.0	-10.774155376484075	2.0	-11.717385188180007	2.0	-9.871129140410668	2.0		0.0	-10.282156456758443	1.0	-7.9820635881681365	1.0	-8.114761902412722	1.0		0.0	-11.762965220583668	2.0	-6.340674190346009	3.0		0.0	-10.882237608351346	1.0		0.0		0.0	-11.072647997114117	1.0	-3.841635107391145	1.0	-8.270857187338338	3.0	-1.5646277331251626	2.0		0.0	-4.976009624658472	1.0	-4.783925674711294	1.0	-7.922533298882236	2.0	-4.526474138849972	2.0	-5.6369938502602865	2.0	-3.7501567076878817	1.0	-11.255258685055786	1.0	-12.18844569315118	1.0	-6.013673624197763	2.0	-11.100984998839905	1.0		0.0		0.0	-5.952293419294785	2.0		0.0	-4.043178310496479	1.0	-5.464377400522283	1.0		0.0		0.0
samp_93	2.7411678295246578	-5.421176836706421	6.5346643247745595	-4.390025139716855	2.0	-10.859111671873626	1.0	-8.808112436013998	1.0	-10.390047560668691	2.0	-5.8728390308297955	1.0		0.0		0.0	-10.56291042098435	1.0	-11.511530466911083	1.0	-9.669378943229137	1.0		0.0	-10.071902066633236	2.0	-7.831021685675544	1.0		0.0		0.0		0.0		0.0	-6.82022244354859	1.0	-10.669313777560424	3.0	-8.551715674164043	1.0		0.0	-10.85719957334777	1.0	-3.836434980508137	3.0		0.0		0.0	-5.276449938234184	1.0		0.0	-4.7749744856634715	1.0		0.0	-4.5171307215100915	1.0		0.0	-3.745277985927534	4.0	-11.061138328577673	1.0	-11.97856064327233	2.0	-5.981483099759483	1.0	-10.900421984044543	1.0		0.0	-10.570200933119615	1.0	-5.920871885575813	2.0	-6.121814836785681	2.0	-4.040466015418674	2.0	-5.44476234713719	1.0	-11.809057250825042	1.0	-1.9814844077362088	1.0
samp_94	2.8377535596820023	-5.513027575826835	6.551585150234231	-4.495209252858863	1.0		0.0	-8.907811963255087	2.0	-10.493691083185594	1.0		0.0	-3.74343174976806	1.0	-8.181940069891166	2.0	-10.666613942293857	1.0	-11.618703734529209	2.0	-9.771179887089223	2.0	-10.954697940313608	1.0	-10.173457496842937	1.0	-7.9310512947358776	2.0	-8.059765103774952	1.0		0.0		0.0		0.0	-6.9317232855869255	1.0	-10.77278946547841	1.0	-8.645596928505446	2.0		0.0		0.0	-3.940030863358427	3.0	-8.215575221916039	3.0	-1.6772006043638252	2.0		0.0	-5.069947600685873	3.0		0.0	-7.88830698413639	1.0	-4.622693899405242	1.0	-5.732457305370184	1.0	-3.8487356852995473	1.0	-11.172503263161564	2.0	-12.08340400920174	2.0	-6.0970587456892575	1.0	-11.009139691333646	1.0		0.0		0.0	-6.035537779103179	1.0		0.0		0.0	-5.556659125212362	1.0		0.0		0.0
samp_95	2.7457039559532506	-5.768675895163862	6.392663559548837	-4.384845596861954	2.0		0.0	-8.622480865751465	1.0		0.0	-5.835066400679049	1.0		0.0	-7.910710292583801	1.0		0.0		0.0		0.0	-10.672125975977737	1.0	-9.86124967528132	2.0	-7.665790832887928	4.0	-7.795951015676618	2.0	-3.20321966922973	2.0	-11.38762206223077	1.0		0.0		0.0		0.0		0.0	-4.450866039744391	1.0		0.0	-3.835989793473933	2.0	-7.957979441323574	2.0		0.0		0.0		0.0	-4.766269015899093	1.0		0.0		0.0	-5.58978064089099	5.0	-3.7454033071342563	1.0		0.0		0.0		0.0	-10.741490957642997	2.0	-4.858881441971811	1.0	-10.433775395097319	1.0	-5.88022826988595	1.0		0.0	-4.041287930821048	3.0	-5.420667518689936	4.0	-11.649177602022025	2.0	-1.9867647436596823	1.0
samp_96	2.7393750824265943	-5.487155818431003	6.628873955660325	-4.388578241832059	1.0		0.0		0.0		0.0	-5.874459764011491	2.0	-3.638783286677939	1.0		0.0	-10.648833061810237	1.0	-11.598722536857029	2.0	-9.74751460067307	1.0	-10.934525460080184	2.0		0.0	-7.871157747310207	1.0	-8.004363038940092	1.0	-3.198409300651105	1.0		0.0		0.0	-6.8377534566681515	3.0		0.0		0.0	-4.455367078520769	2.0	-10.944706487350874	1.0		0.0	-8.164084221094145	3.0		0.0	-5.274493192245448	3.0	-4.962119395241186	2.0	-4.772985078509958	1.0	-7.8277287691505855	1.0		0.0	-5.617010302966839	4.0	-3.743116101188623	1.0	-11.146776065631421	1.0	-12.065462040205448	2.0	-5.984805270321606	1.0		0.0		0.0		0.0	-5.924460336357213	1.0	-6.127508647129966	2.0	-4.036824995670713	1.0		0.0	-11.895622845495748	2.0		0.0
