run	log_F	b1I8_log_P	b1I8_weight	b2F5_log_P	b2F5_weight	b2G8_log_P	b2G8_weight	b2B1_log_P	b2B1_weight	b2G4_log_P	b2G4_weight	b2H8_log_P	b2H8_weight	b2A5_log_P	b2A5_weight	b2G3_log_P	b2G3_weight	b2H3_log_P	b2H3_weight	b2F3_log_P	b2F3_weight	b2G7_log_P	b2G7_weight	b2A6_log_P	b2A6_weight	b2B6_log_P	b2B6_weight	b2B4_log_P	b2B4_weight	b2B2_log_P	b2B2_weight	b2B7_log_P	b2B7_weight	b2B5_log_P	b2B5_weight	b2A2_log_P	b2A2_weight	b2B9_log_P	b2B9_weight	b2H4_log_P	b2H4_weight	b2H1_log_P	b2H1_weight	b2H5_log_P	b2H5_weight	b2H7_log_P	b2H7_weight	b2F8_log_P	b2F8_weight	b2F6_log_P	b2F6_weight	b2G5_log_P	b2G5_weight	b2F9_log_P	b2F9_weight	b2F7_log_P	b2F7_weight	b2G2_log_P	b2G2_weight	b2G6_log_P	b2G6_weight	b2A7_log_P	b2A7_weight	b2A1_log_P	b2A1_weight	b2A9_log_P	b2A9_weight	b2A4_log_P	b2A4_weight	b2A8_log_P	b2A8_weight
samp_71	3.47082034397342		0.0	-2.0999297709887284	2.0		0.0	-4.509917161471848	1.0	-0.5866716574681476	1.0	-4.709001898580818	2.0	-4.677859211875269	1.0		0.0		0.0		0.0	-4.451270618388758	1.0	-7.953619907659998	2.0		0.0		0.0	-4.305094095735303	2.0	-4.708038768331032	1.0	-5.321970079296836	1.0		0.0	-10.123541581287782	2.0	-6.898906011380382	2.0	-6.6408705563241375	2.0	-7.7692538094482515	2.0	-6.881000953361707	1.0	-4.982820631416592	1.0	-12.267326946544191	1.0	-6.67722724193815	1.0		0.0		0.0	-10.552806028741164	1.0		0.0	-10.350581346759036	1.0	-7.380032766733184	1.0	-7.309708920502479	4.0	-5.365346612857856	2.0		0.0
samp_72	3.80574598425039		0.0		0.0	-4.764201254006985	2.0	-4.511624102021342	1.0	-0.5867070808232654	3.0		0.0	-4.67971493704307	1.0	-5.052184222379519	1.0		0.0	-3.963947819324226	1.0	-4.4526973899874225	1.0		0.0	-5.007499426884403	1.0		0.0	-4.306454629292975	1.0		0.0	-5.324877815412966	1.0		0.0	-10.132213416167124	2.0	-6.903614479594142	3.0	-6.645309831108763	1.0	-7.775006803330177	1.0	-6.88570988083214	1.0	-4.985140273493918	3.0	-12.275834923576479	2.0	-6.681720511362188	1.0	-11.678690336154308	2.0		0.0	-10.561344082624206	1.0	-5.115232094892696	2.0	-10.359115265207638	1.0	-7.385647080553875	1.0		0.0	-5.368038857422333	1.0		0.0
samp_73	3.115403361714703		0.0		0.0	-4.75909762037901	1.0	-4.507357753686361	1.0		0.0		0.0	-4.675078978804052	1.0	-5.04614956928029	2.0		0.0		0.0	-4.449124907697887	2.0	-7.944509669248589	1.0		0.0	-0.34873661068037043	2.0		0.0	-4.705007573484528	2.0	-5.317638222600988	1.0	-6.43026319455789	1.0	-10.110675167383253	2.0		0.0	-6.634284701162645	1.0	-7.760738950334907	2.0	-6.874018400100522	1.0	-4.979355732307736	1.0	-12.254695782088353	3.0	-6.670561042542052	1.0		0.0	-5.045232827822323	1.0	-10.540164830122963	3.0	-5.108885298996542	2.0	-10.337916039609933	1.0		0.0		0.0	-5.361327202462707	3.0		0.0
samp_74	3.348848272003819		0.0		0.0	-4.761225865424628	1.0	-4.5091387891574435	2.0		0.0		0.0		0.0		0.0		0.0	-3.9630872844905682	1.0	-4.450619391672614	2.0	-7.95083695037803	3.0		0.0	-0.3487996357722833	1.0		0.0	-4.707117053749756	2.0		0.0		0.0	-10.119613761949852	2.0	-6.896774765308437	1.0	-6.638861311626347	2.0		0.0	-6.8788707312282655	2.0	-4.981763538238075	2.0	-12.263457608294132	1.0	-6.6751914886462425	2.0	-11.666602733221074	1.0	-5.047687079724135	1.0	-10.548947812064823	2.0	-5.11152911863551	2.0	-10.346714389432108	2.0		0.0	-7.307310927051813	2.0	-5.364124042021446	1.0		0.0
samp_75	2.640072978020506	-4.881430898656612	2.0		0.0	-4.752906339492909	1.0	-4.5021618049861045	2.0	-0.5865351404087681	3.0	-4.699253229795112	1.0		0.0		0.0		0.0	-3.9605777831209097	1.0	-4.444747515494704	2.0	-7.92641428873123	3.0	-4.994865960202938	1.0		0.0		0.0	-4.698874982527853	2.0		0.0	-6.417777510588904	1.0	-10.085028465811336	3.0		0.0		0.0	-7.743812116572367	1.0	-6.860110914444931	1.0	-4.972360507967051	1.0	-12.229494451733675	2.0	-6.6572759810636555	1.0	-11.633418331946492	1.0		0.0	-10.514936343916302	2.0		0.0	-10.312676761582493	2.0	-7.355212341501581	1.0		0.0	-5.353248114403133	1.0		0.0
samp_76	7.900222121568246	-4.899507048219064	2.0		0.0	-4.769275689074904	2.0	-4.515848006271324	1.0	-0.586784807055127	2.0	-4.716529135399743	1.0		0.0	-5.058205833214699	1.0		0.0	-3.9653667936068953	1.0	-4.456219597136083	3.0	-7.975284919171478	1.0	-5.013194117259147	1.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	-6.656461228894741	1.0	-7.7894852290577505	3.0	-6.897546959248903	1.0	-4.9908985094539045	4.0	-12.297207216352431	3.0		0.0	-11.699592342508453	3.0		0.0	-10.582751225069302	1.0	-5.121572807819269	1.0	-10.380556418686625	2.0	-7.399782591596977	1.0		0.0		0.0		0.0
samp_77	8.45057398377817	-4.899561181652542	3.0	-2.0993526868989547	3.0	-4.769310296358603	2.0	-4.515878406820003	1.0		0.0		0.0	-4.68434283303052	2.0	-5.0582450101287435	3.0	-1.480773537731751	1.0		0.0		0.0	-7.9753940290237955	2.0		0.0		0.0	-4.309830977467656	1.0	-4.7151276840122405	2.0	-5.332188995828675	2.0		0.0	-10.154157056711668	1.0	-6.915531677064488	2.0		0.0	-7.789594993196864	1.0		0.0		0.0	-12.297359912894235	2.0		0.0		0.0	-5.057037582670361	2.0		0.0	-5.121618335709307	1.0		0.0		0.0	-7.328422625988245	1.0	-5.374792548900973	2.0	-10.528291044171134	1.0
samp_78	2.470594864911374		0.0	-2.1008926253045375	2.0	-4.749900303681751	2.0	-4.499626352887078	2.0		0.0		0.0	-4.666695187947883	1.0		0.0	-1.4818664542507416	1.0	-3.9596368199793965	3.0	-4.442603470525226	1.0	-7.9177814482766795	1.0		0.0	-0.3484731304875842	2.0	-4.296836678275736	1.0		0.0	-5.304737878196755	1.0	-6.41179713055898	1.0		0.0		0.0		0.0	-7.7357350401391	1.0		0.0	-4.968971562640631	1.0	-12.217432965913671	1.0	-6.650916950577251	4.0	-11.621637196680046	1.0		0.0		0.0	-5.097532267766974	2.0	-10.300595712710367	2.0		0.0	-7.278823029032057	3.0	-5.349341641930417	1.0	-10.448542341516275	1.0
samp_79	15.628411372090126	-4.8996051471399245	1.0	-2.0993472150427603	1.0	-4.7693619765201545	1.0	-4.5159215479001515	1.0		0.0	-4.716620058704807	1.0	-4.684409359761872	3.0		0.0		0.0		0.0	-4.456258790178162	2.0	-7.975561965754001	1.0	-5.013309535607133	2.0	-0.34902886742324263	2.0		0.0	-4.715147050546581	4.0	-5.332254732300132	3.0	-6.4515022373341875	1.0		0.0		0.0		0.0		0.0	-6.897749299710014	3.0		0.0	-12.297548857685397	2.0		0.0	-11.699937273165897	1.0		0.0	-10.583113640450362	2.0		0.0		0.0	-7.400038802126345	1.0	-7.328558272131671	1.0		0.0	-10.528508402973493	2.0
samp_80	16.164803020408613	-4.899604012129944	1.0	-2.099350419722716	1.0	-4.76936008416368	1.0		0.0	-0.586793480447879	1.0	-4.716628514781101	3.0	-4.684387894689225	1.0		0.0	-1.4807768436534865	1.0	-3.965389696014776	2.0		0.0		0.0	-5.013295325274452	3.0	-0.3490328433359889	3.0	-4.309863281359101	1.0		0.0	-5.332256516919343	3.0		0.0	-10.15436868893609	2.0	-6.915647785355112	1.0	-6.656642944981934	2.0	-7.789740035448691	2.0	-6.897745121314184	2.0		0.0		0.0		0.0		0.0		0.0	-10.58311366785074	1.0	-5.12168005986006	1.0		0.0	-7.400023762820042	1.0		0.0	-5.374859395867421	1.0	-10.528509166969295	1.0
samp_81	17.581718005072606	-4.899617061648316	2.0	-2.0993307580206952	1.0		0.0	-4.515913295265695	2.0	-0.5866685512709114	1.0	-4.7166190240754435	1.0	-4.684389635967754	1.0		0.0	-1.480822619678644	1.0	-3.9653892536109008	2.0	-4.456278187142478	1.0		0.0		0.0	-0.34912265483577715	1.0	-4.309861790796832	2.0	-4.715176057915213	1.0	-5.332258201725907	1.0		0.0		0.0	-6.915648526128563	3.0		0.0		0.0	-6.897748112668655	1.0	-4.991008222694254	3.0	-12.297585195197339	1.0	-6.693174369973218	3.0	-11.699962962951908	1.0		0.0	-10.583116744849033	2.0	-5.121680544517359	1.0		0.0		0.0		0.0	-5.374860417963684	1.0	-10.528511277573138	2.0
samp_82	3.6933373575028683		0.0	-2.0998167762504876	1.0		0.0		0.0	-0.5867000218714609	1.0		0.0		0.0		0.0	-1.4811011466738393	1.0		0.0		0.0		0.0	-5.006814137654807	1.0	-0.34886917908497805	1.0	-4.30604796753118	2.0		0.0		0.0	-6.439475019327459	2.0	-10.129610064996108	1.0	-6.902201905213895	2.0	-6.643978082398354	1.0	-7.773281417165374	1.0	-6.884295082931118	2.0	-4.984445967788305	1.0	-12.273285595248836	2.0	-6.680370629070992	2.0	-11.676185782615546	1.0		0.0	-10.558770976389692	1.0	-5.114471146533307	3.0	-10.356554818224739	3.0	-7.38396564844547	1.0		0.0	-5.367233809925474	1.0	-10.504258587809792	4.0
samp_83	18.594563372821018		0.0	-2.0993449874935366	3.0	-4.769356114044258	3.0		0.0		0.0	-4.716604633851906	2.0		0.0	-5.058309150629121	3.0	-1.4808015585519338	1.0		0.0	-4.45627089284919	2.0	-7.9755504545155835	1.0	-5.013290455205011	1.0	-0.34903303257540996	3.0		0.0	-4.715176228608253	1.0		0.0	-6.451498468597952	3.0	-10.154366805990929	1.0		0.0	-6.656650571406627	1.0	-7.789738170572891	1.0		0.0	-4.990994421641072	2.0	-12.297578586162313	1.0		0.0	-11.699942669378125	2.0		0.0		0.0		0.0	-10.380923327212376	2.0		0.0	-7.328554349985718	1.0		0.0	-10.528505911230901	1.0
samp_84	3.379878093266649		0.0	-2.099984532865873	4.0		0.0	-4.509345121267059	3.0	-0.5866678254413709	3.0	-4.708281843843194	1.0		0.0	-5.048955923738159	1.0	-1.481225300046314	1.0	-3.9631595482982487	1.0	-4.450792113492507	1.0	-7.9515763731294795	1.0		0.0		0.0	-4.304638693134405	2.0	-4.707361334646376	2.0	-5.321001109813381	1.0	-6.43511780402936	2.0	-10.12065587230306	2.0		0.0		0.0	-7.767344595219577	1.0	-6.879434640824855	2.0		0.0	-12.264496362333238	1.0		0.0		0.0	-5.047972176002671	3.0		0.0		0.0		0.0	-7.37817008564258	1.0	-7.307950070488653	1.0		0.0	-10.495479821108715	1.0
samp_85	16.58629203208374		0.0	-2.0993477486807683	1.0	-4.76935938715889	1.0	-4.51591850003029	1.0	-0.5867970310430668	1.0	-4.716628181474409	2.0		0.0		0.0	-1.4808131885755993	1.0	-3.965389476478644	1.0		0.0	-7.975555600191432	3.0	-5.013289695508661	1.0		0.0	-4.309862591103192	1.0	-4.715175573578846	1.0	-5.332256610741851	1.0	-6.45149947243064	1.0	-10.154364737874142	2.0	-6.915647175785251	1.0	-6.656657838493907	2.0		0.0	-6.897757242673531	3.0	-4.991001532054425	1.0		0.0	-6.693195279100073	2.0	-11.699942650575881	2.0		0.0	-10.583123903855192	1.0	-5.121679039411285	1.0	-10.380914804811272	2.0	-7.400024200480053	1.0		0.0		0.0	-10.528516130520682	1.0
samp_86	2.0885168865652624	-4.86835496627293	2.0		0.0		0.0	-4.492097045855827	3.0	-0.5863317477991958	1.0		0.0	-4.658542866857993	2.0		0.0		0.0	-3.9567332665014727	3.0	-4.436187950193622	1.0	-7.892775831878322	1.0	-4.9816037886625555	1.0	-0.34818653422857027	1.0	-4.2907275090161905	1.0		0.0	-5.29240731155062	3.0	-6.394364844802417	1.0	-10.037007080190849	1.0		0.0		0.0	-7.712314498431624	1.0		0.0		0.0	-12.182278922434143	2.0		0.0		0.0	-5.024470638606486	3.0	-10.46767991675789	1.0		0.0		0.0	-7.3244898712141415	2.0	-7.257202073346119	2.0		0.0	-10.413511764171517	3.0
samp_87	1.8973329769099252		0.0	-2.1020106676905677	1.0	-4.735137418676326	2.0		0.0	-0.5862556476964629	1.0	-4.6806167086325425	1.0	-4.653165286801656	2.0		0.0		0.0		0.0	-4.4319220021388785	3.0		0.0	-4.9751090054116345	1.0	-0.34803612720343563	1.0	-4.286666514491052	1.0	-4.6812722879743225	1.0		0.0		0.0	-10.014028198599153	3.0	-6.839604669255822	1.0	-6.584796998790974	1.0	-7.69731271293103	1.0	-6.821680205464161	1.0		0.0	-12.15965043073302	1.0		0.0		0.0	-5.017799804078181	1.0	-10.445066445990669	1.0	-5.079498029511091	1.0	-10.242780960687933	3.0	-7.3098563818071565	2.0	-7.243340049241132	2.0	-5.330334028113737	1.0	-10.390969294890274	2.0
samp_88	2.327935708398223	-4.8748897351751594	1.0		0.0		0.0		0.0	-0.5864461277305597	3.0		0.0		0.0	-5.031880353411347	2.0	-1.4820338730892266	1.0	-3.958694810136498	2.0	-4.440491286044027	4.0	-7.909418640831699	1.0	-4.988232209595679	1.0	-0.3483520588705951	1.0	-4.294826682448029	1.0	-4.692977646096095	1.0		0.0		0.0	-10.060827578563778	1.0	-6.864917361057671	1.0		0.0	-7.727907443559524	2.0	-6.8470006870194675	1.0		0.0		0.0	-6.644740248960145	2.0	-11.610201169605102	2.0	-5.031285586306989	1.0	-10.491132085818244	2.0		0.0	-10.28885290590756	1.0	-7.339694267742044	1.0	-7.2715953719489175	2.0		0.0	-10.43684888262024	1.0
samp_89	2.2741891412986437		0.0	-2.101212723825982	1.0		0.0	-4.496112021556355	1.0	-0.5864314839555606	1.0	-4.69171886307213	3.0		0.0	-5.030450939882583	1.0		0.0		0.0	-4.439613801791713	3.0	-7.905982188880662	1.0		0.0	-0.34835260215607294	3.0		0.0		0.0		0.0		0.0	-10.05591374359732	1.0	-6.8622628221848085	1.0	-6.606253048324998	2.0		0.0		0.0	-4.964282926280676	3.0	-12.200881781599142	4.0	-6.642200499922556	1.0		0.0	-5.029888856781518	1.0	-10.486294343006435	1.0	-5.092419021624327	1.0	-10.284018229004738	1.0	-7.3365553125743155	1.0	-7.2686280413337165	1.0	-5.3439494896232445	3.0		0.0
samp_90	2.3002804523251634	-4.874209882845387	2.0		0.0	-4.746336038523535	1.0	-4.496622040899737	1.0		0.0		0.0	-4.663435869561028	2.0	-5.0311541923685414	2.0	-1.482061771396123	2.0	-3.9584954663650427	1.0	-4.440045233987457	4.0	-7.907677362003858	1.0		0.0	-0.3483666113226043	2.0		0.0	-4.692360111380967	3.0	-5.299781997824172	1.0	-6.404764563614272	1.0		0.0	-6.863565602075107	1.0		0.0		0.0	-6.845648734579029	1.0	-4.964959454608779	1.0	-12.203235309162173	1.0		0.0		0.0	-5.030577293849551	1.0	-10.488681629675098	1.0	-5.093154823482099	1.0		0.0	-7.338100593771766	2.0	-7.270086100282202	2.0	-5.344726360685121	1.0		0.0
samp_91	3.2111483473929496		0.0	-2.10010695250209	1.0	-4.760030245565946	2.0	-4.508138283075963	1.0		0.0	-4.706758549466917	1.0	-4.675926505862727	1.0		0.0		0.0	-3.9627371687818655	1.0	-4.4497801946369595	1.0	-7.947273827439034	2.0	-5.002825989823919	1.0		0.0	-4.303674534440785	2.0	-4.705931361077891	3.0		0.0	-6.432164450840356	2.0		0.0		0.0	-6.636287595487457	3.0	-7.763324525967352	2.0	-6.876140452343656	1.0	-4.98041101051888	1.0		0.0	-6.672587601960004	1.0	-11.661775918710156	1.0	-5.046307317339092	1.0	-10.544004710560614	2.0		0.0		0.0	-7.3742443914116995	1.0		0.0	-5.3625510072574665	3.0	-10.4895373729197	1.0
samp_92	3.1260379391875457	-4.888371701371838	2.0	-2.1001648915846114	2.0	-4.759205663261059	1.0	-4.507448201836612	1.0		0.0	-4.7058889637744565	2.0	-4.6751773444100095	1.0	-5.0462774804163875	4.0		0.0	-3.962493856967689	1.0		0.0	-7.944831037782748	2.0		0.0	-0.34874304308046206	2.0	-4.303122443749162	1.0	-4.705114607705401	2.0		0.0		0.0	-10.111130603790972	2.0	-6.892172247916453	1.0	-6.634516187204265	1.0		0.0	-6.87426366457958	1.0	-4.979477959722514	1.0	-12.255145420433932	1.0	-6.67079516306138	1.0		0.0	-5.045357253555511	1.0	-10.540612036432677	1.0		0.0		0.0		0.0		0.0	-5.361473168942444	3.0	-10.486154930597772	1.0
samp_93	18.186065464740448	-4.899603796522972	1.0	-2.0993518535380824	1.0	-4.769360401558785	2.0	-4.515918930827329	1.0	-0.5867803950182396	2.0	-4.716624105615425	3.0		0.0		0.0	-1.4807764072958787	2.0	-3.9653906778692156	1.0	-4.456270617903941	2.0	-7.975548314521965	1.0	-5.0132899294023385	2.0	-0.34902665195562754	1.0	-4.3098631846740805	1.0		0.0	-5.332259528863892	2.0	-6.4515001193124775	1.0	-10.154375436356105	1.0	-6.915646397434991	2.0	-6.656645241490261	2.0	-7.789739555478313	2.0		0.0	-4.991002062057459	1.0	-12.297576218472503	1.0	-6.693201578601171	1.0		0.0		0.0		0.0		0.0		0.0		0.0	-7.32855470074288	2.0		0.0		0.0
samp_94	2.3867631225232673	-4.876279072298174	3.0	-2.101019633447876	1.0	-4.748216887919152	1.0		0.0	-0.586462170072657	1.0	-4.694323434562583	1.0	-4.665156744127561	1.0	-5.033357701314872	2.0		0.0		0.0		0.0		0.0	-4.989638908747831	1.0	-0.3484186615705676	1.0	-4.295689696119769	2.0	-4.694227482031344	1.0	-5.302396029664675	2.0		0.0		0.0	-6.867682811592928	1.0	-6.611380370495932	2.0	-7.7312570373429335	1.0	-6.84976705749223	1.0	-4.9670769755789035	1.0		0.0	-6.647387159965974	1.0	-11.61509642295783	2.0	-5.032732523361458	1.0		0.0		0.0	-10.293882226750027	1.0	-7.342965327480951	3.0	-7.274691805869163	1.0	-5.347162074165682	2.0	-10.441860125663636	1.0
samp_95	17.774763791126784	-4.899603959229295	2.0	-2.0993521234157293	1.0	-4.769360296807164	1.0	-4.515919290636938	1.0	-0.58680398286215	1.0	-4.716619444224146	3.0		0.0	-5.05830794346513	1.0	-1.4807754597929885	2.0		0.0		0.0	-7.975549575051686	2.0	-5.013290874008722	1.0		0.0		0.0		0.0	-5.332257297857963	2.0		0.0	-10.154358383474518	1.0	-6.915648072876869	2.0		0.0		0.0	-6.897748300211648	2.0	-4.991002669289856	1.0		0.0		0.0	-11.699933482666525	1.0	-5.057096109613487	2.0		0.0	-5.121680273259765	1.0	-10.38092028160526	5.0		0.0	-7.328555566056003	1.0	-5.374860510072364	1.0	-10.52850494838572	1.0
samp_96	16.445833913283042	-4.899549055597641	2.0	-2.099347607546387	1.0		0.0	-4.515879374025342	2.0		0.0		0.0	-4.684380338965256	1.0		0.0		0.0	-3.9653897687306467	1.0	-4.4562651349044335	1.0		0.0		0.0	-0.3490217018438591	1.0		0.0	-4.715124925067984	3.0		0.0	-6.451487233886418	2.0		0.0	-6.9156442554447795	2.0	-6.65664745261566	3.0	-7.789737231568324	1.0	-6.897716344739513	2.0		0.0	-12.297539309564003	2.0	-6.6932074325575535	1.0	-11.699905806497256	1.0	-5.057071838461692	2.0	-10.583105881676971	1.0	-5.12167728001719	1.0	-10.380928946022145	1.0		0.0	-7.328553317141889	1.0	-5.374860430823651	1.0	-10.52850875347675	2.0
samp_97	1.8478446610254267		0.0	-2.102138211329168	4.0	-4.733441482863179	1.0	-4.485676493380802	3.0		0.0		0.0	-4.651606168429224	1.0	-5.016130474583723	1.0	-1.4827723701448254	1.0	-3.954144585346778	1.0		0.0		0.0	-4.973227052513316	2.0	-0.34798323759749256	2.0	-4.285481324364589	2.0		0.0		0.0		0.0		0.0	-6.836038541845026	3.0		0.0		0.0	-6.818113290427244	3.0	-4.95050274746283	1.0		0.0		0.0	-11.55892496964133	2.0	-5.015868666161107	1.0	-10.438563580682253	1.0		0.0		0.0	-7.305665687529274	3.0	-7.239365583356771	1.0	-5.3281645287377986	2.0		0.0
samp_98	16.688633575025015	-4.899603966139155	1.0	-2.0993519414738335	1.0		0.0		0.0	-0.5867809636632816	1.0		0.0	-4.684388062183954	1.0	-5.058307622577897	1.0	-1.480784560625646	1.0	-3.9653870596142777	1.0	-4.456271638298252	1.0	-7.975550122868849	1.0		0.0		0.0		0.0	-4.715186388268707	2.0	-5.332259852710901	2.0	-6.451499082897948	2.0	-10.154369524407763	2.0	-6.9156487356342815	2.0	-6.656650352989066	3.0	-7.789736904727539	1.0		0.0		0.0	-12.297574060755018	3.0	-6.693200477608716	1.0		0.0		0.0	-10.583114550291466	2.0		0.0	-10.380922615630743	3.0		0.0	-7.328552955838779	1.0		0.0	-10.52851009022752	2.0
samp_99	16.434341831488336	-4.899604451556603	4.0		0.0	-4.7693580231804305	2.0	-4.515918517613	3.0		0.0		0.0		0.0	-5.058308785903763	1.0	-1.480785008120283	1.0		0.0	-4.456269306623873	2.0		0.0	-5.013288717973508	2.0	-0.3490339964485865	2.0	-4.3098655427274215	1.0		0.0	-5.332257864401192	3.0	-6.451501229358842	3.0		0.0	-6.915646569188434	1.0		0.0		0.0		0.0		0.0	-12.297571023246892	2.0	-6.693200039857181	1.0	-11.699939743031324	1.0	-5.057097229210934	1.0	-10.583106468110358	1.0	-5.121681074634004	1.0	-10.380915665001611	1.0	-7.400021594699243	1.0		0.0		0.0	-10.52850459913934	1.0
